iso3,year,gdelt_events_Aid/Cooperation,gdelt_events_Conflict/Migration,gdelt_events_Disapproval/Sanction,gdelt_events_Other,gdelt_events_Protest,gdelt_goldstein_Aid/Cooperation,gdelt_goldstein_Conflict/Migration,gdelt_goldstein_Disapproval/Sanction,gdelt_goldstein_Other,gdelt_goldstein_Protest,gdelt_tone_Aid/Cooperation,gdelt_tone_Conflict/Migration,gdelt_tone_Disapproval/Sanction,gdelt_tone_Other,gdelt_tone_Protest
GRC,2024,239988,40250,50544,264236,6898,2.928785493441339,-9.819781888198758,-2.8965078545425764,1.6082526869919314,-4.941774862278921,0.12086141390402853,-4.294595329192546,-2.788014284583729,-1.5619996253349275,-3.3421238040011594
GTM,2000,8375,1840,2203,9277,231,3.4716650746268662,-9.709585326086957,-2.829930095324557,1.419655923251051,-5.368692640692641,6.051180417910448,4.357664130434783,5.316883340898775,5.45794049800582,5.349883116883118
GTM,2005,4843,1823,1622,6467,165,2.9593623786908942,-9.810334064728469,-2.761327990135635,1.030731250966445,-5.047272727272727,5.844928556679744,3.9442654964344492,5.074446979038225,5.156663831761249,5.015242424242424
GTM,2010,13837,5089,3577,21340,415,3.214520416275204,-9.858212222440558,-2.7352641878669273,1.1551489222118088,-5.242703614457831,5.420695237406953,3.778023383768914,4.547390550740844,4.371309793814433,4.686742168674699
GTM,2015,47169,13396,13322,62490,1195,2.8367075621700697,-9.813115332935206,-2.8059077465845967,0.947963546167387,-5.075704602510461,2.0621644300281963,0.1848334577485813,-0.06397913226242347,0.7556417986877898,-0.024977405857740168
GTM,2020,77746,18315,20359,101630,2610,2.942204370642863,-9.74808768768769,-2.880678569674345,1.0579783233297255,-5.010314176245211,-1.7711802407840915,-4.98666126126126,-4.369940173878875,-3.571741355898849,-4.192147126436782
GTM,2024,36704,6947,9257,42877,1035,2.67189739537925,-9.723134014682596,-2.8068386086205033,1.0707808615341559,-4.9397961352657,-1.6033019834350482,-5.780681733122211,-4.810326347628822,-3.4612981785106234,-4.532555555555556
GUY,2000,1671,236,411,1865,46,3.413450029922202,-9.896088983050847,-2.919574209245742,1.0322101876675605,-5.31291304347826,6.045989228007182,4.112754237288136,5.273839416058394,5.4656589812332435,5.092260869565218
GUY,2005,2698,885,887,3541,94,3.2704614529280946,-9.85897966101695,-2.7955918827508457,1.2310954532617906,-4.8852553191489365,5.591492957746478,3.221089265536723,5.13023337091319,5.195882801468511,5.232744680851064
GUY,2010,9332,2496,2796,13809,289,3.0684287398199745,-9.841006009615386,-2.830233190271817,1.0691640958794988,-5.254833910034602,5.612201885983713,3.616270833333333,4.752072961373391,5.079730682887972,4.485121107266436
GUY,2015,36959,7433,11510,53024,1041,2.944288454774209,-9.821903000134533,-2.98198158123371,1.3176902911888955,-5.051345821325648,1.5146671176168187,-0.8065054486748287,-0.04156672458731546,0.682649536059143,0.3163976945244958
GUY,2020,84226,14973,24753,123448,2057,2.9586683565644813,-9.83509543845589,-3.0562850563568054,1.345493292722442,-4.921984929508993,-0.5752755206230855,-5.328551392506513,-2.782658223245667,-1.7532478047436977,-3.00457656781721
GUY,2024,48292,6243,11775,61594,1113,3.0598470554129045,-9.801726413583213,-3.065699787685775,1.6077390005520018,-4.847769092542677,0.10526950633645325,-5.099664904693256,-2.519109044585987,-1.4073949410656883,-2.8539505840071877
HKG,2000,33842,1872,7239,36787,1029,2.915921872229774,-9.756924145299145,-3.178221439425335,1.4405742245902085,-4.8820796890184655,6.1026100998758945,4.422793803418803,5.425875397154303,5.608930600483867,5.473720116618076
HKG,2005,19116,1481,5378,25925,837,2.8001067691985777,-9.794243754220123,-3.0900714020081814,1.042199537126326,-4.850612903225807,6.012417294413057,4.696939905469277,5.379557084418,5.518915795564127,5.278974910394265
HKG,2010,37686,4992,10240,55658,1304,2.931063126890623,-9.749644230769231,-3.00379736328125,1.622139099500521,-4.860254601226994,5.809764952502256,4.343626802884616,5.3006322265625,5.526143932588307,5.034343558282209
HKG,2015,102903,12370,31628,154892,4709,2.9532360961293644,-9.766711398544867,-2.99359510560263,1.2811428737442865,-4.955015077511149,2.5138470987240416,0.912158286176233,1.570715410395852,1.9383572295534952,1.377931195582926
HKG,2020,185896,31058,70749,313700,11596,2.8798372907432115,-9.75732767724902,-2.9506959532996935,0.6131868887472108,-4.904762935494999,-1.4816317887420924,-5.383728797733274,-3.7208276442069845,-2.961645403251514,-4.450317178337358
HKG,2024,81467,8592,23621,127728,3602,2.886051112720488,-9.786692504655493,-2.907046187714322,0.970432285794814,-4.767446973903387,-0.2252486896534793,-3.7678370577281193,-2.968080860251471,-2.175229683389703,-3.7294505830094393
IDN,2000,89466,30579,31558,137164,4955,3.0132360226231194,-9.830728768108832,-3.088142879776919,0.9635407614242805,-5.135121089808274,5.150253202333848,3.4033882075934465,4.835818809810508,4.751689080225132,4.59539576185671
IDN,2005,87303,33510,34380,143083,5679,3.024397638110947,-9.874121874067441,-2.8678138452588713,0.6135062306493433,-5.453518401126959,5.098430237219798,3.413984989555357,4.496456660849331,4.531497606284464,4.523845571403417
IDN,2010,179779,41504,54285,292485,7983,3.030995516717748,-9.86830136854279,-2.9666522980565535,1.0662790057609792,-5.221890392083177,5.428802969201074,3.811110519468003,4.778465045592706,4.845014872557567,4.516204058624577
IDN,2015,430418,75507,118862,638661,16149,3.007118789177033,-9.838508045611665,-3.053249835944204,1.2496056546430738,-5.057590191343118,2.343627053236621,0.6786558332340047,1.5004582793491612,1.7024709321533649,1.0676502569818564
IDN,2020,471575,87005,117140,660724,19019,2.9553810464931347,-9.803545118096663,-2.9979911388082634,1.2207715188187505,-5.117506230611493,-0.7611765106292742,-5.62555951956784,-3.399502697626772,-2.427401872794087,-4.293443977075556
IDN,2024,284081,28388,46196,323933,6456,2.9692252209757077,-9.811033781879667,-3.0590325785782317,1.885390522114141,-4.847414807930607,0.43969639997043103,-4.6229217979427935,-2.4102387436141655,-1.0159230921209015,-3.2190676889714993
IND,2000,83762,26940,31115,109909,4413,3.337062701463671,-9.871549554565703,-2.973304129840913,1.3845496820096626,-5.234487423521414,5.755607005563382,3.5134396807720862,5.378411216455087,5.399702353765387,5.192555177883526
IND,2005,106038,46322,32271,135016,4753,3.198487438465456,-9.87842832779241,-2.903023550556227,1.407941688392487,-5.396976856722071,5.750090797638583,3.023552933811148,5.050585014409221,5.265455560822422,4.995996844098465
IND,2010,739478,184111,282913,1115547,30523,3.0817155845069095,-9.820608029938462,-2.981006949132772,1.3483742621332855,-5.313948497854078,5.768873130776035,3.8228298526432423,5.075508414247489,5.319529705158097,4.897750909150476
IND,2015,2187707,526263,907517,3352125,80251,2.9873333791956598,-9.710453512787332,-2.951111091031904,1.2784284756684192,-5.19971894431222,2.2315596809810456,0.1367419465172356,1.1892054771425766,1.5832472055785511,1.008784924798445
IND,2020,3951966,972006,1649912,6116523,161587,3.000808989247377,-9.763248241266,-2.9072609084605725,1.2145552926066001,-5.150513246733958,-1.0137136516356668,-5.201867365016265,-3.3007138138276466,-2.1981303649148383,-3.5052458056650595
IND,2024,2401885,455008,897594,3404897,86817,3.010465080551317,-9.775680634186653,-2.89935156095072,1.259769441777534,-5.10139749127475,-0.2637527171367488,-4.884806067146071,-3.1608006671167588,-1.829151960837582,-3.4522613197875995
IRN,2000,173459,25344,50655,181360,5510,3.1957617362027917,-9.85233534564394,-2.8850927647813642,1.1608166354212617,-5.137946460980036,5.810617385088119,4.100714054608586,5.3070975027144405,5.434516348698721,5.170917059891107
IRN,2005,215314,24742,65131,234690,8469,3.309551961321605,-9.827419691213322,-2.9844954629899743,1.1492231709915206,-5.1779374188215845,5.780617024438727,3.945372766954975,5.448998065437349,5.435425710511738,5.466547172039201
IRN,2010,600671,102983,235044,807383,43144,3.32596043091809,-9.831724867211094,-2.929834635217236,0.9524442600352001,-5.239406360096422,5.668894711081441,4.41762531679986,5.305156013342183,5.382331570023148,5.272983103096607
IRN,2015,1203146,220585,417200,1516605,81268,3.4001799365995478,-9.845523521544981,-2.8868265723873443,1.31017956158657,-5.238186801693163,2.0423065288834437,0.8785393249767662,1.5777984659635667,1.751008856623841,1.746470135846828
IRN,2020,1307622,341743,518859,1806871,121586,3.394572591314615,-9.872583815908447,-2.8733929025033773,1.2338702923451648,-5.22898494070041,-2.292374570785747,-5.056141618116538,-4.218719788998553,-3.3781650743190856,-4.382059513430822
IRN,2024,594778,213119,212517,743960,59361,3.3012563494278537,-9.879145266259696,-2.7798940225958395,0.8978574721759234,-5.295334310405822,-2.3808990430042805,-5.687213875815859,-4.95998210966652,-3.9301081657615997,-4.945857852798976
ITA,2000,95020,9568,17189,93344,2246,3.061928836034519,-9.813626463210703,-3.0990201873291054,1.5073043902125471,-5.177051647373108,5.535413218269837,4.208932378762542,5.103279190179767,5.142698898697292,5.107318343722173
ITA,2005,87928,13233,18862,96233,3028,2.981771210535893,-9.81224688279302,-3.021053652846994,1.2563074620972012,-5.549476552179657,5.4758441452097175,4.075750396735433,4.90948298165624,5.002916068292581,4.561698150594451
ITA,2010,224473,41342,60669,293430,6657,3.0457320746815872,-9.78381977166078,-2.8832981258962564,1.3573314998466415,-5.158367132341896,5.766759552373783,4.190076121135891,5.011292290955843,5.217095037998841,4.94613699864804
ITA,2015,605205,97158,148819,752634,18825,2.9537050800968268,-9.813371683237612,-2.9207413367916732,1.6127132696636082,-5.059838140770252,2.6538531125816873,1.1584467156590301,2.029907471492215,2.169182860460728,1.3111048605577695
ITA,2020,854440,123006,207608,999774,26461,2.935988040119845,-9.79489682617108,-2.9388377422835346,1.7716470722383257,-5.014850648123653,-0.6464184647254342,-3.841621929011593,-2.479076726330392,-1.8502346470302289,-3.4343545217489893
ITA,2024,475109,59796,100249,495474,11847,2.9771607357469545,-9.819866546257275,-2.860399724685533,1.7314101627936076,-5.045135646155145,0.06720453622221426,-3.4144697805873303,-1.884915959261439,-1.2452831026451439,-3.016357980923441
JAM,2000,2592,560,513,2889,52,3.415052469135803,-9.870444642857144,-2.95509746588694,0.9677272412599515,-4.995923076923077,6.089604166666667,3.634973214285714,4.846918128654971,5.1293340256143996,5.022576923076922
JAM,2005,5761,1660,1299,6691,196,2.9334702308626976,-9.907011445783132,-2.8799761354888376,1.18246017037812,-4.799005102040816,5.715264537406701,3.5423710843373497,4.884418783679753,5.010114781049171,4.9010561224489795
JAM,2010,50996,13713,14311,79047,1763,2.946432210369441,-9.85976700940713,-3.004928796031025,1.2605617923513859,-4.961123085649461,5.827848301827594,3.6362147597170567,4.849407169310321,5.262338583374448,4.705864435621099
JAM,2015,137178,29261,34233,207725,3789,2.8990717534881685,-9.836768463142064,-3.0090979172143837,1.3135777349861595,-4.846550804961732,3.4815141786583856,1.193880933665972,2.3795092162533225,2.7776907738596703,2.1438812351543945
JAM,2020,177656,34164,39934,240017,4724,2.9005016436258835,-9.850179633532374,-2.986319952922322,1.5791334738789335,-4.818628281117697,0.24358211374791736,-4.55710323732584,-2.2245797816397053,-1.109354204077211,-2.974904741744284
JAM,2024,102512,24125,24134,143246,2675,2.852921775011706,-9.853251730569948,-2.9430647219690065,1.4516927593091604,-4.78820261682243,0.21848991337599505,-5.299672207253886,-2.5666174276953675,-1.3871374837691803,-3.0421353271028044
KEN,2000,43241,11718,18500,66798,2687,3.0376184870840173,-9.8243955453149,-2.9487996756756756,1.378893709392497,-4.99387123185709,5.219149372123678,3.649603857313535,4.824021081081081,4.936530030839246,4.783389281726833
KEN,2005,108623,23310,49393,170953,6523,3.046602432265726,-9.8292154011154,-2.957895228068755,1.4196623516405094,-5.032230875364096,5.598431529234141,3.8078205491205495,5.054167594598425,5.260936707750084,5.030437375440748
KEN,2010,167540,40178,62564,251762,9186,3.008516640802197,-9.814425954502465,-2.9179362093216548,1.5356474885010447,-4.995100043544524,5.6749238390832035,4.0042605405943545,5.066333066939453,5.31590413167992,5.075542891356411
KEN,2015,381330,133412,152732,565839,26515,2.9582733931240663,-9.830869449524782,-2.8583197889112957,1.5853448684166345,-5.201064529511597,2.1917446988172973,-0.04084460168500587,1.2470447515910221,1.7637548914090404,0.8089705826890438
KEN,2020,561370,141618,220633,826542,32706,2.937237342572635,-9.825621813611264,-2.8723025567344864,1.4826091789648923,-4.96973124197395,-1.084617072519016,-5.571155587566552,-3.381657544428984,-2.415881875331199,-3.795883201858986
KEN,2024,308757,55369,104949,442944,16105,3.0369732702416465,-9.786075529628492,-2.881472429465741,1.6644147409153303,-4.896665072958708,-0.44467425515858744,-5.069355144575485,-3.1665647314409857,-1.860283101249819,-3.643744489289041
KOR,2000,505,31,35,393,10,3.0541366336633664,-9.709774193548387,-3.1426857142857143,1.9209211195928755,-5.7,5.57890891089109,3.5699677419354843,4.7739142857142856,5.221715012722647,4.7182
KOR,2005,484,31,81,394,6,3.977681818181818,-9.822806451612903,-2.790172839506173,1.588794416243655,-4.833333333333333,6.1871528925619845,4.741096774193548,5.491716049382715,5.653233502538072,4.137666666666667
KOR,2010,1313,216,118,1336,47,3.3608202589489715,-9.712967592592591,-3.0931355932203393,2.2970217065868264,-4.753085106382979,6.171116527037318,4.838152777777778,6.019381355932204,5.988053892215569,5.079042553191489
KOR,2015,5133,773,803,5384,122,3.0279485680888367,-9.761262613195344,-3.237876712328767,2.040549219910847,-4.959172131147541,2.1436321839080463,0.49390685640362236,0.6202565379825653,1.8834552377414564,0.7608688524590165
KOR,2020,7355,2114,958,6805,198,3.2088566961250846,-9.851849101229897,-3.023882045929019,1.6702946362968405,-4.795070707070707,-0.31210632222977563,-3.2424588457899715,-2.1869613778705634,-0.8512742101396032,-3.7189141414141416
KOR,2024,4504,644,652,4348,99,3.084520648312611,-9.756071428571428,-3.325176380368098,2.0847582796688133,-4.719343434343434,0.2339391651865009,-3.183139751552795,-1.9284647239263806,-0.9036782428702852,-1.9299898989898991
LAO,2000,10704,619,686,6454,82,3.3766067825112107,-9.888770597738286,-3.163018950437318,2.3526846916640842,-5.073060975609756,6.839410500747384,4.328466882067851,4.867514577259476,5.773471490548497,4.716804878048781
LAO,2005,9183,716,947,6983,81,3.1542981596428183,-9.787872905027934,-2.9956198521647304,1.5924075612201058,-5.175395061728395,7.013540890776436,3.9130921787709494,5.080959873284055,5.823116425605041,5.048160493827161
LAO,2010,16195,1650,2039,15481,262,3.118604816301328,-9.789052121212121,-2.95610593428151,1.952328983915768,-5.114553435114504,6.824936338376042,4.45730909090909,4.992835213339872,5.642672889348233,4.9665
LAO,2015,39386,3641,4039,34653,629,2.943885009901996,-9.832697335896732,-3.180762317405298,2.1297677545955613,-4.907637519872814,3.774169857309704,1.4092210931062896,1.9995820747709825,2.622458661587742,2.041772655007949
LAO,2020,78700,5894,8315,64414,1418,2.9557207369758576,-9.833375127248047,-3.042935177390259,2.148672571180178,-4.865527503526093,0.8973857433290978,-3.2624472344757383,-2.750123271196632,-0.8990591641568604,-3.5144167842031035
LAO,2024,58862,2847,3198,40053,581,3.0432693758282086,-9.863756234632948,-3.0582082551594745,2.432254362969066,-4.700967297762479,2.116709863749108,-3.0366687741482266,-1.8812626641651033,0.3401971637580206,-3.1463476764199654
MEX,2000,36843,9477,12102,47162,1433,3.0686013082539425,-9.81567901234568,-2.8622050900677576,1.0645646495059582,-5.137663642707607,5.7849357544173925,4.177832225387781,5.288099322426045,5.286818540350282,5.325445917655269
MEX,2005,41793,8322,11669,50598,1367,2.9829856435288202,-9.819140951694305,-2.929280658154083,1.275983042808016,-5.15056035113387,6.052079893762113,4.125335015621245,5.635423429599795,5.651112158583343,5.5657702999268475
MEX,2010,171149,79311,46610,261319,7350,3.046586862908927,-9.845750034673626,-2.8033746835443036,1.194918046525511,-5.051253333333333,5.365142086719759,3.3888255349194942,4.693249281270114,4.719136932255213,4.507136598639455
MEX,2015,424839,159102,121245,640073,15363,2.9109405563048587,-9.800919963293989,-2.8256296259639573,1.1879846361274415,-5.044885048493132,2.6033384576274776,0.650658106120602,1.4120913852117614,1.7368833789270912,1.0830915836750639
MEX,2020,722204,201440,222082,1077577,34864,2.9428893124380373,-9.78280690528197,-2.8557286092524388,1.5304942495988683,-5.0175966613125285,-1.1538867909898034,-4.920310092335186,-3.17356871786097,-2.5205417710288915,-3.52925628155117
MEX,2024,345338,98944,94631,476430,13071,2.827407377699529,-9.77844173471863,-2.8740516321290066,1.4477714270721824,-4.856550761227144,-1.0455986106365358,-5.106568301261319,-3.2456842260992698,-2.6099768675356296,-3.8209529492770247
MYS,2000,44819,5123,12098,55154,1374,2.98595573305964,-9.570254538356432,-3.010617292114399,1.2665885339231968,-4.977566957787482,5.294048439277986,4.088287917235994,4.8419447842618615,4.869786923885847,4.734012372634643
MYS,2005,50060,5961,13410,63908,1947,3.207827586895725,-9.783979365878208,-2.932650782997763,1.1210462226951243,-5.232781715459682,5.674432620854974,3.919475423586647,5.014379567486949,5.110488530387432,4.795775552131484
MYS,2010,170269,21824,56596,270981,6022,3.1396129712396266,-9.824334677419353,-3.068571842533041,1.50855168443544,-4.978233477250083,5.998671102784417,4.231349248533724,5.390371651706834,5.563753274214798,5.194158087014281
MYS,2015,503165,82438,174927,809278,19217,3.032715719495593,-9.819066243722556,-3.0673840744996483,1.4206301975340982,-4.943038299422386,2.251470662705077,0.655083201921444,1.380804186889388,1.6543529775923722,1.1278931675079358
MYS,2020,554597,84576,203878,928900,22199,2.9962485588634626,-9.802229592319334,-3.044736724904109,1.5449739562923888,-4.977756925987657,-0.7101467407865532,-4.507078745743474,-2.6292628336554213,-1.9663752976639033,-3.080765484931754
MYS,2024,243629,23237,71899,377183,7435,3.008130033780872,-9.825897749279166,-3.1166597171031585,1.7964723648732843,-4.871360995292536,0.6236611076678064,-3.7869717691612514,-2.0549860776923183,-1.0794472179286978,-2.4596367182246133
NGA,2000,5654,968,1200,5393,162,3.1302400070746375,-9.844721074380164,-2.991675,1.1677682180604487,-5.144388888888889,5.758474177573399,4.1212159090909095,4.9540975000000005,5.423206749490079,5.082999999999999
NGA,2005,5145,889,1295,6852,205,2.9415496598639455,-9.774448818897639,-2.874338223938224,1.3993682136602452,-5.133439024390244,5.5359862001943645,4.0671934758155235,4.923613899613899,5.227163455925277,5.084756097560976
NGA,2010,14547,4376,4537,21189,751,3.0160933525812883,-9.578402422303473,-2.873062596429359,1.353405682193591,-5.174407456724367,5.447857221420223,3.9997100091407676,4.801374917346264,5.153794846382557,4.703573901464714
NGA,2015,42061,20781,9626,57877,1958,2.9609248234706738,-9.813118233001301,-2.847024932474548,1.6592640081552257,-5.158808478038815,1.6436333658258244,-1.5769215629661713,0.5369308123831289,1.0346224579712149,0.42182379979570994
NGA,2020,67417,30184,17608,94601,3565,2.926515789785959,-9.783424927113701,-2.9364862562471608,1.6340503483049864,-5.11707713884993,-1.9786880460417995,-6.156499337397296,-3.874188607451158,-3.2378500121563203,-4.452934642356241
NGA,2024,69283,22879,19244,91398,5575,2.9968459939667738,-9.740229992569606,-3.0176183225940547,1.5439413553907089,-5.3593808071748885,-1.9082639175555332,-6.25531605402334,-3.6582101434213254,-2.9365248254885223,-3.8544801793721972
NIC,2000,82926,16859,26764,113801,3885,2.864600161589851,-9.855424165134348,-2.93543151247945,1.2423624133355595,-5.05867232947233,5.69913766490606,4.188353816952369,5.339552869526229,5.487331798490348,5.319633462033462
NIC,2005,227828,40505,88576,347978,12400,2.9404302895166525,-9.843189063078633,-2.965265071802745,1.3466527883946686,-4.983147258064516,6.281293620626085,4.549876904085915,5.699444273843931,5.9798515768238225,5.593860564516129
NIC,2010,292909,70945,111267,444948,14908,2.917496457944276,-9.741801832405384,-2.960874670836816,1.4149098748617817,-5.125733901261067,6.15830792840097,4.4057661850729435,5.554716196176764,5.799934291198073,5.5234372149181645
NIC,2015,1134526,379996,483204,1798546,67377,2.9044629272489124,-9.787528547668922,-2.905043354359649,1.347764321846647,-5.088241002122386,2.159175602850882,-0.2126198565248054,1.175436225693496,1.5421685027794672,0.8082179230301141
NIC,2020,2250175,589194,925370,3549499,132558,2.904399842678903,-9.739112847381339,-2.9533512378832247,1.2745197744808492,-5.011554715671631,-0.8860615094381548,-5.3767970379874885,-2.984355378929509,-2.2545426594006646,-3.4185565940946607
NIC,2024,1451495,371423,546318,2248366,83199,2.941281593116063,-9.696460001130786,-2.968596899607921,1.3129724924678632,-5.00045005348622,-0.10682160255460744,-5.256995670704292,-2.6211125132248982,-1.7280105312035496,-3.1888834360989917
NPL,2000,9393,2417,1889,10349,232,3.170663898647929,-9.863601572196938,-3.0013684489147696,1.686642187650981,-5.169487068965518,5.599154902587032,2.843121224658668,5.01349655902594,5.018181563436081,5.10034051724138
NPL,2005,29980,20647,9707,45469,1380,3.1832730153435627,-9.819087664067421,-3.062784897496652,1.0468417823132243,-5.243232608695652,5.874154136090727,3.024783213057587,5.401975275574327,5.2861563042952335,5.116589130434782
NPL,2010,91245,22448,26655,126348,3793,3.1801738287029426,-9.800134622238062,-3.1891997749015193,1.086273910152911,-5.1748312681254935,5.980957816866678,4.014596756949395,5.575787732132809,5.647886939247158,5.343282098602689
NPL,2015,201255,34816,51301,277887,5130,3.0836279048967725,-9.771752814797795,-3.148919748153057,1.5587940889642193,-5.040986744639377,2.1782204914163623,-0.6892906996783085,1.7519836845285663,1.418269883081972,1.2356122807017544
NPL,2020,229210,29053,50347,276331,5000,3.0713732908686358,-9.767820741403641,-3.068464913500308,1.4603876546605337,-4.9728036,-0.18096186902840192,-5.028870512511617,-2.7134797505313126,-1.5698410095139523,-3.1028538000000006
NPL,2024,106909,10856,21004,122478,2056,3.065969834158022,-9.787436072218128,-3.1141390687488095,1.755023726710103,-4.8627645914396895,0.4745386356621052,-4.519173360353721,-2.2556313083222244,-1.1220845539607112,-2.708503891050584
NZL,2000,11653,1695,2207,12357,305,3.0095934094224663,-9.782153392330384,-3.0213121884911645,1.7909406004693695,-4.971029508196721,7.047387282244915,4.927983480825959,6.115554599003172,6.367309541150766,6.190229508196722
NZL,2005,12185,1539,2464,14825,467,3.0720795240049243,-9.7785159194282,-2.96399512987013,1.777173558178752,-5.168835117773019,7.5966420188756665,5.484332033788173,6.459784902597402,6.968129510961213,6.038668094218416
NZL,2010,134541,25321,39023,211807,5419,2.9647531384485024,-9.794115714229296,-2.9872599492606926,1.5758464923255604,-4.966253921387709,7.0105899688570785,5.090158248094467,6.155295056761398,6.510065361390322,5.671612659162207
NZL,2015,389926,59234,96249,559928,11526,2.9207622035976053,-9.78703330857278,-2.997444212407402,1.850188693903502,-4.931713951067152,3.472290770556464,1.6186942296653948,2.2996267285893883,2.813261647926162,1.9776837584591358
NZL,2020,634082,99696,154821,870717,20266,2.9543764450023815,-9.817204872813353,-2.9962286640701197,1.905235647173536,-4.955854732063555,0.1144149274068653,-3.653198363023592,-2.0996516170286976,-1.0617292633542241,-2.631186519293398
NZL,2024,336708,44017,77473,470766,10189,2.9132382954963947,-9.790077583660858,-3.0414799736682454,1.8210491454353122,-4.9076534497988025,0.11697534065124679,-3.523312424744985,-1.9486390613504059,-1.10190419444055,-2.6558231426047696
PAK,2000,103671,31688,35949,126526,4349,3.334942278940108,-9.883466391062862,-2.9414344766196554,1.1571503959660465,-5.252578063922741,5.557875490735114,3.3595004733653115,4.883077693398982,5.1194974392614965,4.832432743159347
PAK,2005,151626,65901,48977,218905,7069,3.1205446427393717,-9.869063200861898,-2.9328268166690488,0.8615924213700007,-5.504035648606591,5.556359773389788,3.1312304062153835,4.869897462074035,4.911117790822504,4.77305630216438
PAK,2010,660848,422343,270662,1053249,46104,3.1050539080091033,-9.880230064189535,-2.8944993164906783,1.0320417280244274,-5.42441041992018,5.463794035844854,3.438541443802786,4.767560943168971,4.962007925951033,4.621432348603158
PAK,2015,1334795,702911,561286,1998099,74703,3.09558059477298,-9.871426611619395,-2.9263746539197486,0.9763978141223233,-5.356305570057427,2.4244730539146464,0.35870465677731606,1.4080627273796245,1.7805619156007786,1.4852997469981128
PAK,2020,1617472,591902,673924,2416910,78474,3.0269460114301823,-9.834086639342324,-2.914653754726052,1.0275232764149262,-5.2165746871575305,-1.44722249040478,-6.322247907592811,-4.008862082371306,-2.993044685983342,-4.471626538726202
PAK,2024,841467,268740,326868,1219749,36719,3.0235986639998953,-9.822461501823323,-2.9261436023104124,1.0682143129447124,-5.119713962798551,-0.8743541921430075,-6.5239448425987945,-4.042573213040126,-2.7568476555422468,-4.475335221547428
PAN,2000,6841,950,2378,8523,205,3.2556877649466456,-9.865794736842105,-3.18907653490328,1.310454652117799,-5.410521951219512,5.483468937289869,4.090003157894738,4.899980656013457,5.132978411357503,4.628707317073171
PAN,2005,4181,477,874,3943,58,3.1219715379095914,-9.770316561844863,-3.03670823798627,1.292055541465889,-5.551724137931035,5.890844056445827,3.87706498951782,4.871147597254003,5.107935835658129,5.042724137931034
PAN,2010,8733,1178,2140,13960,210,3.368152066872782,-9.717836162988116,-2.974579906542056,1.4150199140401145,-5.288814285714285,5.299878621321425,3.9832631578947364,4.930726635514019,3.912652865329513,5.516628571428571
PAN,2015,19569,3389,4960,20632,487,2.9253012417599265,-9.810208616110947,-2.801392943548387,1.4115512310973246,-4.935605749486653,2.3728180285144878,0.4152298613160227,1.4531681451612901,1.7245270938348196,1.1177823408624223
PAN,2020,21840,2916,3910,20802,441,3.2616079670329667,-9.805429698216736,-2.9057859335038363,1.680261369099125,-5.296829931972789,-0.438446336996337,-4.801812414266117,-3.5164017902813303,-1.873619603884242,-3.4446802721088434
PAN,2024,12787,2352,2843,14179,288,3.084598263861735,-9.855785289115646,-2.874520225114316,1.4759708724169545,-4.935135416666666,-0.07763744427934623,-5.017551445578231,-3.757575448469926,-1.9266387615487695,-3.7298958333333334
PER,2000,26104,3990,6433,26843,707,3.11099839105118,-9.621234837092732,-3.1551181408363127,1.3122411801959541,-5.415544554455446,5.892282600367761,4.864265413533835,5.545235970775687,5.576814290504042,5.238766619519095
PER,2005,13313,3437,5093,20240,472,3.1169126417787125,-9.801208030258946,-2.8963781661103476,0.6245017786561264,-5.454313559322034,5.376813190114925,4.116440500436426,4.938724131160416,5.001053409090909,4.779381355932204
PER,2010,40083,8654,10318,59295,975,3.232707332285507,-9.7953725444881,-2.8702327970536925,1.3121059279871827,-5.10370358974359,5.681858568470424,4.121188236653571,4.9167930800542745,4.774285673328275,4.8346820512820505
PER,2015,105677,18140,24456,139454,2724,3.038133964817321,-9.815165600882029,-2.9636204203467447,1.5283769415004231,-5.139286343612334,2.916170178941492,1.1550374310915106,1.421202567877004,2.092526058772068,1.4058377386196768
PER,2020,149598,23647,41274,195293,4588,2.996666225484298,-9.776747198376114,-2.8689806900227746,1.3894630734332516,-4.993179598953792,-0.6176795946469873,-5.562707700765424,-4.183184183747638,-2.6404485567839093,-4.520770706190061
PER,2024,72523,14598,20283,98807,2266,2.917576148256415,-9.770574462255103,-2.9491481043238177,1.2165862641310838,-4.991581200353044,-0.4558967086303656,-6.886736128236746,-4.620104718236948,-2.9386869654983956,-4.786047661076787
POL,2000,61901,3599,13281,63822,1281,3.400556388426681,-9.795367879966657,-3.1190809427000974,1.7760955783272228,-5.102078844652615,5.871360107268056,4.632959433175882,5.517197123710564,5.5572087994735355,5.589679156908665
POL,2005,54567,4838,11414,61117,1225,3.2313275606135576,-9.853160396858206,-3.133340196250219,1.7363178493708789,-5.138815510204083,5.690193963384464,4.187802811078958,5.249022253373051,5.295209401639479,5.341988571428571
POL,2010,103540,14021,23726,120353,3146,3.355778211319297,-9.847433563939806,-3.0879685155525585,1.6831551602369696,-5.09172631913541,5.546377245508983,4.3306622209542835,5.116111776110596,5.244274193414372,5.196367132867133
POL,2015,188430,28249,41237,226930,5361,3.1043920023350853,-9.807903642606819,-2.9508633023740813,1.616586744811175,-5.156456631225518,2.6780841055033697,0.7117056178979787,1.2623898440720713,1.8993996254351562,0.820896661070696
