"Country or Area","Year","Area","Sex","National and/or ethnic group","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Australia","2021","Urban","Female","Salvadoran","Census - de jure - complete tabulation","Final figure, complete","2023","3860","7"
"Australia","2021","Urban","Female","Saudi Arabian","Census - de jure - complete tabulation","Final figure, complete","2023","630","7"
"Australia","2021","Urban","Female","Senegalese","Census - de jure - complete tabulation","Final figure, complete","2023","69","7"
"Australia","2021","Urban","Female","Sierra Leonean","Census - de jure - complete tabulation","Final figure, complete","2023","1086","7"
"Australia","2021","Urban","Female","Sri Lankan","Census - de jure - complete tabulation","Final figure, complete","2023","35723","7"
"Australia","2021","Urban","Female","Sri Lanka Tamil","Census - de jure - complete tabulation","Final figure, complete","2023","2935","7"
"Australia","2021","Urban","Female","Taiwanese","Census - de jure - complete tabulation","Final figure, complete","2023","11486","7"
"Australia","2021","Urban","Female","Tamil","Census - de jure - complete tabulation","Final figure, complete","2023","27056","7"
"Australia","2021","Urban","Female","Uighur","Census - de jure - complete tabulation","Final figure, complete","2023","784","7"
"Australia","2021","Urban","Female","Rwandan","Census - de jure - complete tabulation","Final figure, complete","2023","616","7"
"Australia","2021","Urban","Female","Togolese","Census - de jure - complete tabulation","Final figure, complete","2023","159","7"
"Australia","2021","Urban","Female","Angolan","Census - de jure - complete tabulation","Final figure, complete","2023","59","7"
"Australia","2021","Urban","Female","Burundian","Census - de jure - complete tabulation","Final figure, complete","2023","1953","7"
"Australia","2021","Urban","Female","Cameroonian","Census - de jure - complete tabulation","Final figure, complete","2023","145","7"
"Australia","2021","Urban","Female","Ivoirean","Census - de jure - complete tabulation","Final figure, complete","2023","53","7"
"Australia","2021","Urban","Female","Congo","Census - de jure - complete tabulation","Final figure, complete","2023","4672","7"
"Australia","2021","Urban","Female","Zambian","Census - de jure - complete tabulation","Final figure, complete","2023","889","7"
"Australia","2021","Urban","Female","African American","Census - de jure - complete tabulation","Final figure, complete","2023","553","7"
"Australia","2021","Urban","Female","Australian Aboriginal","Census - de jure - complete tabulation","Final figure, complete","2023","303209","7"
"Australia","2021","Urban","Female","British NEC","Census - de jure - complete tabulation","Final figure, complete","2023","377","7"
"Australia","2021","Urban","Female","Fijian Indian/Indo-Fijian","Census - de jure - complete tabulation","Final figure, complete","2023","7396","7"
"Australia","2021","Urban","Female","Manx","Census - de jure - complete tabulation","Final figure, complete","2023","194","7"
"Australia","2021","Urban","Female","Omani","Census - de jure - complete tabulation","Final figure, complete","2023","49","7"
"Australia","2021","Urban","Female","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2023","646589","7"
"Australia","2021","Urban","Female","Welsh","Census - de jure - complete tabulation","Final figure, complete","2023","16163","7"
"Australia","2021","Urban","Female","Acholi","Census - de jure - complete tabulation","Final figure, complete","2023","69","7"
"Australia","2021","Urban","Female","Oceania, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","2501","7"
"Australia","2021","Urban","Female","Papua New Guinean","Census - de jure - complete tabulation","Final figure, complete","2023","5232","7"
"Australia","2021","Urban","Female","Micronesian, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","31","7"
"Australia","2021","Urban","Female","Polynesian, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","1067","7"
"Australia","2021","Urban","Female","British, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","1923","7"
"Australia","2021","Urban","Female","Arab, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","22143","7"
"Australia","2021","Urban","Female","Chinese Asian, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","0","7"
"Australia","2021","Urban","Female","Chinese Asian, nec (incl. Hui, Manchu, Yi)","Census - de jure - complete tabulation","Final figure, complete","2023","164","7"
"Australia","2021","Urban","Female","Sub-saharan African, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","65","7"
"Australia","2021","Urban","Female","Inadequately described","Census - de jure - complete tabulation","Final figure, complete","2023","20244","7"
"Australia","2021","Urban","Female","Australian South Sea Islander","Census - de jure - complete tabulation","Final figure, complete","2023","687","7"
"Australia","2021","Urban","Female","New Caledonian","Census - de jure - complete tabulation","Final figure, complete","2023","45","7"
"Australia","2021","Urban","Female","Ni-Vanuatu","Census - de jure - complete tabulation","Final figure, complete","2023","276","7"
"Australia","2021","Urban","Female","Solomon Islander","Census - de jure - complete tabulation","Final figure, complete","2023","518","7"
"Australia","2021","Urban","Female","Melanesian and Papuan, nec (incl. Bisorio, Bougainvillian, Huli)","Census - de jure - complete tabulation","Final figure, complete","2023","32","7"
"Australia","2021","Urban","Female","Micronesian, nec (incl. Marianas Islander, Marshallese, Palauan)","Census - de jure - complete tabulation","Final figure, complete","2023","25","7"
"Australia","2021","Urban","Female","North-West European, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","176","7"
"Australia","2021","Urban","Female","Western European, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","71","7"
"Australia","2021","Urban","Female","North European, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","1081","7"
"Australia","2021","Urban","Female","North European, nec (incl. Faeroese, Greenlandic, Saami)","Census - de jure - complete tabulation","Final figure, complete","2023","26","7"
"Australia","2021","Urban","Female","Southern European, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","50","7"
"Australia","2021","Urban","Female","Catalan","Census - de jure - complete tabulation","Final figure, complete","2023","97","7"
"Australia","2021","Urban","Female","Southern European, nec (incl. Andorran, Galician, Ladin)","Census - de jure - complete tabulation","Final figure, complete","2023","15","7"
"Australia","2021","Urban","Female","South Eastern European, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","5017","7"
"Australia","2021","Urban","Female","Eastern European, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","3416","7"
"Australia","2021","Urban","Female","Eastern European, nec (incl. Adygei, Khanty, Sorb/Wend)","Census - de jure - complete tabulation","Final figure, complete","2023","206","7"
"Australia","2021","Urban","Female","North African and Middle Eastern, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","9150","7"
"Australia","2021","Urban","Female","Arab, nec (incl. Baggara, Bedouin, Yemeni)","Census - de jure - complete tabulation","Final figure, complete","2023","724","7"
"Australia","2021","Urban","Female","Other North African and Middle Eastern, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","350","7"
"Australia","2021","Urban","Female","Assyrian/ Chaldean","Census - de jure - complete tabulation","Final figure, complete","2023","27415","7"
"Australia","2021","Urban","Female","Coptic","Census - de jure - complete tabulation","Final figure, complete","2023","500","7"
"Australia","2021","Urban","Female","South-East Asian, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","1293","7"
"Australia","2021","Urban","Female","Mainland South-East Asian, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","19","7"
"Australia","2021","Urban","Female","Anglo-Burmese","Census - de jure - complete tabulation","Final figure, complete","2023","167","7"
"Australia","2021","Urban","Female","Timorese","Census - de jure - complete tabulation","Final figure, complete","2023","2676","7"
"Australia","2021","Urban","Female","North-East Asian, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","8","7"
"Australia","2021","Urban","Female","Other North-East Asian, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","63","7"
"Australia","2021","Urban","Female","Other North-East Asian, nec (incl. Ainu, Menba, Xiareba)","Census - de jure - complete tabulation","Final figure, complete","2023","0","7"
"Australia","2021","Urban","Female","Southern and Central Asian, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","24","7"
"Australia","2021","Urban","Female","Southern Asian, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","13807","7"
"Australia","2021","Urban","Female","Anglo-Indian","Census - de jure - complete tabulation","Final figure, complete","2023","5038","7"
"Australia","2021","Urban","Female","Malayali","Census - de jure - complete tabulation","Final figure, complete","2023","4981","7"
"Australia","2021","Urban","Female","Central Asian, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","120","7"
"Australia","2021","Urban","Female","Pathan","Census - de jure - complete tabulation","Final figure, complete","2023","1079","7"
"Australia","2021","Urban","Female","People of the Americas, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","3984","7"
"Australia","2021","Urban","Female","North American, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","139","7"
"Australia","2021","Urban","Female","Native North American Indian","Census - de jure - complete tabulation","Final figure, complete","2023","635","7"
"Australia","2021","Urban","Female","South American, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","4345","7"
"Australia","2021","Urban","Female","South American, nec (incl. Arawak, Carib, Surinamese)","Census - de jure - complete tabulation","Final figure, complete","2023","407","7"
"Australia","2021","Urban","Female","Central American, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","185","7"
"Australia","2021","Urban","Female","Central and West Africa, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","211","7"
"Australia","2021","Urban","Female","Fulani","Census - de jure - complete tabulation","Final figure, complete","2023","39","7"
"Australia","2021","Urban","Female","Southern and East African, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","307","7"
"Australia","2021","Urban","Female","Afrikaner","Census - de jure - complete tabulation","Final figure, complete","2023","1353","7"
"Australia","2021","Urban","Female","Malawian","Census - de jure - complete tabulation","Final figure, complete","2023","193","7"
"Australia","2021","Urban","Female","Mozambican","Census - de jure - complete tabulation","Final figure, complete","2023","94","7"
"Australia","2021","Urban","Female","Namibian","Census - de jure - complete tabulation","Final figure, complete","2023","100","7"
"Australia","2021","Urban","Female","New Zealand Peoples, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","28","7"
"Australia","2021","Urban","Female","Melanesian and Papuan, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","454","7"
"Australia","2021","Urban","Female","Southern and Eastern European, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","805","7"
"Australia","2021","Urban","Female","Caribbean, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","469","7"
"Australia","2021","Urban","Female","Sundanese","Census - de jure - complete tabulation","Final figure, complete","2023","48","7"
"Australia","2021","Urban","Female","Azeris","Census - de jure - complete tabulation","Final figure, complete","2023","326","7"
"Australia","2021","Urban","Female","Bahraini","Census - de jure - complete tabulation","Final figure, complete","2023","29","7"
"Australia","2021","Urban","Female","Peoples of the Sudan, nec","Census - de jure - complete tabulation","Final figure, complete","2023","11","7"
"Australia","2021","Urban","Female","Peoples of the Sudan, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","1002","7"
"Australia","2021","Urban","Female","South Sudanese","Census - de jure - complete tabulation","Final figure, complete","2023","6517","7"
"Australia","2021","Urban","Female","Pitcairn Islander","Census - de jure - complete tabulation","Final figure, complete","2023","66","7"
"Australia","2021","Urban","Female","Gio","Census - de jure - complete tabulation","Final figure, complete","2023","13","7"
"Australia","2021","Urban","Female","Krahn","Census - de jure - complete tabulation","Final figure, complete","2023","9","7"
"Australia","2021","Urban","Female","Acehnese","Census - de jure - complete tabulation","Final figure, complete","2023","59","7"
"Australia","2021","Urban","Female","African, so described","Census - de jure - complete tabulation","Final figure, complete","2023","22108","7"
"Australia","2021","Urban","Female","Asian, so described","Census - de jure - complete tabulation","Final figure, complete","2023","11067","7"
"Australia","2021","Urban","Female","Australian peoples, nfd","Census - de jure - complete tabulation","Final figure, complete","2023","221","7"
"Australia","2021","Urban","Female","Balinese","Census - de jure - complete tabulation","Final figure, complete","2023","299","7"
"Australia","2021","Urban","Female","Barbadian","Census - de jure - complete tabulation","Final figure, complete","2023","69","7"
"Australia","2021","Urban","Female","Batswana","Census - de jure - complete tabulation","Final figure, complete","2023","273","7"
"Australia","2021","Urban","Female","Bruneian","Census - de jure - complete tabulation","Final figure, complete","2023","58","7"
"Australia","2021","Urban","Female","Caucasian, so described","Census - de jure - complete tabulation","Final figure, complete","2023","273","7"
"Australia","2021","Urban","Female","Channel Islander","Census - de jure - complete tabulation","Final figure, complete","2023","135","7"
"Australia","2021","Urban","Female","Creole, so described","Census - de jure - complete tabulation","Final figure, complete","2023","185","7"
"Australia","2021","Urban","Female","Dinka","Census - de jure - complete tabulation","Final figure, complete","2023","621","7"
"Australia","2021","Urban","Female","Eurasian, so described","Census - de jure - complete tabulation","Final figure, complete","2023","1329","7"
"Australia","2021","Urban","Female","European, so described","Census - de jure - complete tabulation","Final figure, complete","2023","7915","7"
"Australia","2021","Urban","Female","Hazara","Census - de jure - complete tabulation","Final figure, complete","2023","16086","7"
"Australia","2021","Urban","Female","Maldivian","Census - de jure - complete tabulation","Final figure, complete","2023","319","7"
"Australia","2021","Urban","Female","Nuer","Census - de jure - complete tabulation","Final figure, complete","2023","58","7"
"Australia","2021","Urban","Female","Singaporean","Census - de jure - complete tabulation","Final figure, complete","2023","2763","7"
"Australia","2021","Urban","Female","Sorb/Wend","Census - de jure - complete tabulation","Final figure, complete","2023","20","7"
"Australia","2021","Urban","Female","Yazidi","Census - de jure - complete tabulation","Final figure, complete","2023","377","7"
"Australia","2021","Urban","Female","Bari","Census - de jure - complete tabulation","Final figure, complete","2023","40","7"
"Australia","2021","Urban","Female","Bhutanese","Census - de jure - complete tabulation","Final figure, complete","2023","5703","7"
"Australia","2021","Urban","Female","Darfu/Darfurian","Census - de jure - complete tabulation","Final figure, complete","2023","8","7"
"Australia","2021","Urban","Female","Emirati","Census - de jure - complete tabulation","Final figure, complete","2023","7","7"
"Australia","2021","Urban","Female","Igbo","Census - de jure - complete tabulation","Final figure, complete","2023","510","7"
"Australia","2021","Urban","Female","Mandaean","Census - de jure - complete tabulation","Final figure, complete","2023","342","7"
"Australia","2021","Urban","Female","Mandinka","Census - de jure - complete tabulation","Final figure, complete","2023","19","7"
"Australia","2021","Urban","Female","Parsi","Census - de jure - complete tabulation","Final figure, complete","2023","58","7"
"Australia","2021","Urban","Female","Qatari","Census - de jure - complete tabulation","Final figure, complete","2023","0","7"
"Australia","2021","Urban","Female","Rohingya","Census - de jure - complete tabulation","Final figure, complete","2023","666","7"
"Australia","2021","Urban","Female","Shona","Census - de jure - complete tabulation","Final figure, complete","2023","408","7"
"Australia","2021","Urban","Female","Sindhi","Census - de jure - complete tabulation","Final figure, complete","2023","404","7"
"Australia","2021","Urban","Female","Swahili","Census - de jure - complete tabulation","Final figure, complete","2023","147","7"
"Australia","2021","Urban","Female","Telugu","Census - de jure - complete tabulation","Final figure, complete","2023","5731","7"
"Australia","2021","Urban","Female","Themne","Census - de jure - complete tabulation","Final figure, complete","2023","5","7"
"Australia","2021","Rural","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2023","2457077","7"
"Australia","2021","Rural","Both Sexes","Afgan","Census - de jure - complete tabulation","Final figure, complete","2023","194","7"
"Australia","2021","Rural","Both Sexes","Albanian","Census - de jure - complete tabulation","Final figure, complete","2023","416","7"
"Australia","2021","Rural","Both Sexes","Amhara","Census - de jure - complete tabulation","Final figure, complete","2023","0","7"
"Australia","2021","Rural","Both Sexes","American","Census - de jure - complete tabulation","Final figure, complete","2023","1872","7"
"Australia","2021","Rural","Both Sexes","Armenian","Census - de jure - complete tabulation","Final figure, complete","2023","150","7"
"Australia","2021","Rural","Both Sexes","Australian","Census - de jure - complete tabulation","Final figure, complete","2023","622367","7"
"Australia","2021","Rural","Both Sexes","Austrian","Census - de jure - complete tabulation","Final figure, complete","2023","1793","7"
"Australia","2021","Rural","Both Sexes","Bangladeshi","Census - de jure - complete tabulation","Final figure, complete","2023","201","7"
"Australia","2021","Rural","Both Sexes","Basque","Census - de jure - complete tabulation","Final figure, complete","2023","29","7"
"Australia","2021","Rural","Both Sexes","Belarus","Census - de jure - complete tabulation","Final figure, complete","2023","51","7"
"Australia","2021","Rural","Both Sexes","Belgian","Census - de jure - complete tabulation","Final figure, complete","2023","644","7"
"Australia","2021","Rural","Both Sexes","Bengali","Census - de jure - complete tabulation","Final figure, complete","2023","64","7"
"Australia","2021","Rural","Both Sexes","Brazil","Census - de jure - complete tabulation","Final figure, complete","2023","355","7"
"Australia","2021","Rural","Both Sexes","Bulgarian","Census - de jure - complete tabulation","Final figure, complete","2023","152","7"
"Australia","2021","Rural","Both Sexes","Burgher","Census - de jure - complete tabulation","Final figure, complete","2023","35","7"
"Australia","2021","Rural","Both Sexes","Burmese","Census - de jure - complete tabulation","Final figure, complete","2023","225","7"
"Australia","2021","Rural","Both Sexes","Canadian","Census - de jure - complete tabulation","Final figure, complete","2023","889","7"
"Australia","2021","Rural","Both Sexes","Chin","Census - de jure - complete tabulation","Final figure, complete","2023","10","7"
"Australia","2021","Rural","Both Sexes","Chinese","Census - de jure - complete tabulation","Final figure, complete","2023","12151","7"
"Australia","2021","Rural","Both Sexes","Cook Islander","Census - de jure - complete tabulation","Final figure, complete","2023","213","7"
"Australia","2021","Rural","Both Sexes","Croatian","Census - de jure - complete tabulation","Final figure, complete","2023","4386","7"
"Australia","2021","Rural","Both Sexes","Cubans","Census - de jure - complete tabulation","Final figure, complete","2023","25","7"
"Australia","2021","Rural","Both Sexes","Czech","Census - de jure - complete tabulation","Final figure, complete","2023","915","7"
"Australia","2021","Rural","Both Sexes","Danish","Census - de jure - complete tabulation","Final figure, complete","2023","1820","7"
"Australia","2021","Rural","Both Sexes","Dutch","Census - de jure - complete tabulation","Final figure, complete","2023","18593","7"
"Australia","2021","Rural","Both Sexes","Egyptian","Census - de jure - complete tabulation","Final figure, complete","2023","503","7"
"Australia","2021","Rural","Both Sexes","English","Census - de jure - complete tabulation","Final figure, complete","2023","971001","7"
"Australia","2021","Rural","Both Sexes","Estonian","Census - de jure - complete tabulation","Final figure, complete","2023","430","7"
"Australia","2021","Rural","Both Sexes","Ethiopian","Census - de jure - complete tabulation","Final figure, complete","2023","103","7"
"Australia","2021","Rural","Both Sexes","Fijian","Census - de jure - complete tabulation","Final figure, complete","2023","828","7"
"Australia","2021","Rural","Both Sexes","Filipino","Census - de jure - complete tabulation","Final figure, complete","2023","8626","7"
"Australia","2021","Rural","Both Sexes","Finnish","Census - de jure - complete tabulation","Final figure, complete","2023","1275","7"
"Australia","2021","Rural","Both Sexes","French","Census - de jure - complete tabulation","Final figure, complete","2023","3341","7"
"Australia","2021","Rural","Both Sexes","Frisian","Census - de jure - complete tabulation","Final figure, complete","2023","36","7"
"Australia","2021","Rural","Both Sexes","Georgian","Census - de jure - complete tabulation","Final figure, complete","2023","4","7"
"Australia","2021","Rural","Both Sexes","German","Census - de jure - complete tabulation","Final figure, complete","2023","58089","7"
"Australia","2021","Rural","Both Sexes","Ghanaian","Census - de jure - complete tabulation","Final figure, complete","2023","49","7"
"Australia","2021","Rural","Both Sexes","Gibraltarian","Census - de jure - complete tabulation","Final figure, complete","2023","0","7"
"Australia","2021","Rural","Both Sexes","Greek","Census - de jure - complete tabulation","Final figure, complete","2023","5884","7"
"Australia","2021","Rural","Both Sexes","Guyanese","Census - de jure - complete tabulation","Final figure, complete","2023","11","7"
"Australia","2021","Rural","Both Sexes","Hawaiian","Census - de jure - complete tabulation","Final figure, complete","2023","0","7"
"Australia","2021","Rural","Both Sexes","Hispanic","Census - de jure - complete tabulation","Final figure, complete","2023","59","7"
"Australia","2021","Rural","Both Sexes","Hmong","Census - de jure - complete tabulation","Final figure, complete","2023","540","7"
"Australia","2021","Rural","Both Sexes","Hungarian","Census - de jure - complete tabulation","Final figure, complete","2023","2329","7"
"Australia","2021","Rural","Both Sexes","Hutu","Census - de jure - complete tabulation","Final figure, complete","2023","0","7"
"Australia","2021","Rural","Both Sexes","Icelandic","Census - de jure - complete tabulation","Final figure, complete","2023","46","7"
"Australia","2021","Rural","Both Sexes","Indian","Census - de jure - complete tabulation","Final figure, complete","2023","5240","7"
"Australia","2021","Rural","Both Sexes","Indian Tamil","Census - de jure - complete tabulation","Final figure, complete","2023","12","7"
"Australia","2021","Rural","Both Sexes","Indonesian","Census - de jure - complete tabulation","Final figure, complete","2023","1107","7"
"Australia","2021","Rural","Both Sexes","Iranian","Census - de jure - complete tabulation","Final figure, complete","2023","534","7"
"Australia","2021","Rural","Both Sexes","Iraqi","Census - de jure - complete tabulation","Final figure, complete","2023","210","7"
"Australia","2021","Rural","Both Sexes","Irish","Census - de jure - complete tabulation","Final figure, complete","2023","135481","7"
"Australia","2021","Rural","Both Sexes","Italian","Census - de jure - complete tabulation","Final figure, complete","2023","52275","7"
"Australia","2021","Rural","Both Sexes","Jamaican","Census - de jure - complete tabulation","Final figure, complete","2023","45","7"
"Australia","2021","Rural","Both Sexes","Japanese","Census - de jure - complete tabulation","Final figure, complete","2023","1154","7"
"Australia","2021","Rural","Both Sexes","Javanese","Census - de jure - complete tabulation","Final figure, complete","2023","74","7"
"Australia","2021","Rural","Both Sexes","Jewish","Census - de jure - complete tabulation","Final figure, complete","2023","306","7"
"Australia","2021","Rural","Both Sexes","Karen","Census - de jure - complete tabulation","Final figure, complete","2023","99","7"
"Australia","2021","Rural","Both Sexes","Kadazan","Census - de jure - complete tabulation","Final figure, complete","2023","31","7"
"Australia","2021","Rural","Both Sexes","Kazak","Census - de jure - complete tabulation","Final figure, complete","2023","10","7"
"Australia","2021","Rural","Both Sexes","Kenyan","Census - de jure - complete tabulation","Final figure, complete","2023","98","7"
"Australia","2021","Rural","Both Sexes","Kiribati","Census - de jure - complete tabulation","Final figure, complete","2023","57","7"
"Australia","2021","Rural","Both Sexes","Korean","Census - de jure - complete tabulation","Final figure, complete","2023","922","7"
"Australia","2021","Rural","Both Sexes","Kunama","Census - de jure - complete tabulation","Final figure, complete","2023","0","7"
"Australia","2021","Rural","Both Sexes","Kurd","Census - de jure - complete tabulation","Final figure, complete","2023","57","7"
"Australia","2021","Rural","Both Sexes","Kyrgyz","Census - de jure - complete tabulation","Final figure, complete","2023","3","7"
"Australia","2021","Rural","Both Sexes","Latvian","Census - de jure - complete tabulation","Final figure, complete","2023","715","7"
"Australia","2021","Rural","Both Sexes","Lebanese","Census - de jure - complete tabulation","Final figure, complete","2023","3525","7"
"Australia","2021","Rural","Both Sexes","Lithuanian","Census - de jure - complete tabulation","Final figure, complete","2023","393","7"
"Australia","2021","Rural","Both Sexes","Luxembourg","Census - de jure - complete tabulation","Final figure, complete","2023","7","7"
"Australia","2021","Rural","Both Sexes","Macedonian","Census - de jure - complete tabulation","Final figure, complete","2023","1303","7"
"Australia","2021","Rural","Both Sexes","Madi","Census - de jure - complete tabulation","Final figure, complete","2023","0","7"
"Australia","2021","Rural","Both Sexes","Malay","Census - de jure - complete tabulation","Final figure, complete","2023","1028","7"
"Australia","2021","Rural","Both Sexes","Maltese","Census - de jure - complete tabulation","Final figure, complete","2023","10459","7"
"Australia","2021","Rural","Both Sexes","New Zealand Maori","Census - de jure - complete tabulation","Final figure, complete","2023","2572","7"
"Australia","2021","Rural","Both Sexes","Masai","Census - de jure - complete tabulation","Final figure, complete","2023","0","7"
"Australia","2021","Rural","Both Sexes","Mauritian","Census - de jure - complete tabulation","Final figure, complete","2023","430","7"
"Australia","2021","Rural","Both Sexes","Mon","Census - de jure - complete tabulation","Final figure, complete","2023","11","7"
"Australia","2021","Rural","Both Sexes","Mongol","Census - de jure - complete tabulation","Final figure, complete","2023","36","7"
"Australia","2021","Rural","Both Sexes","Montenegrian","Census - de jure - complete tabulation","Final figure, complete","2023","25","7"
"Australia","2021","Rural","Both Sexes","Moroccan","Census - de jure - complete tabulation","Final figure, complete","2023","36","7"
"Australia","2021","Rural","Both Sexes","Nauru","Census - de jure - complete tabulation","Final figure, complete","2023","9","7"
"Australia","2021","Rural","Both Sexes","New Zealand","Census - de jure - complete tabulation","Final figure, complete","2023","4724","7"
"Australia","2021","Rural","Both Sexes","Nigerian","Census - de jure - complete tabulation","Final figure, complete","2023","98","7"
"Australia","2021","Rural","Both Sexes","Niuean","Census - de jure - complete tabulation","Final figure, complete","2023","86","7"
"Australia","2021","Rural","Both Sexes","Norwegian","Census - de jure - complete tabulation","Final figure, complete","2023","601","7"
"Australia","2021","Rural","Both Sexes","Nubian","Census - de jure - complete tabulation","Final figure, complete","2023","0","7"
"Australia","2021","Rural","Both Sexes","Ogaden","Census - de jure - complete tabulation","Final figure, complete","2023","0","7"
"Australia","2021","Rural","Both Sexes","Oromo","Census - de jure - complete tabulation","Final figure, complete","2023","16","7"
"Australia","2021","Rural","Both Sexes","Pakistani","Census - de jure - complete tabulation","Final figure, complete","2023","586","7"
"Australia","2021","Rural","Both Sexes","Palestinian","Census - de jure - complete tabulation","Final figure, complete","2023","174","7"
"Australia","2021","Rural","Both Sexes","Polish","Census - de jure - complete tabulation","Final figure, complete","2023","5026","7"
"Australia","2021","Rural","Both Sexes","Portuguese","Census - de jure - complete tabulation","Final figure, complete","2023","1026","7"
"Australia","2021","Rural","Both Sexes","Romanian","Census - de jure - complete tabulation","Final figure, complete","2023","778","7"
"Australia","2021","Rural","Both Sexes","Russian","Census - de jure - complete tabulation","Final figure, complete","2023","1964","7"
"Australia","2021","Rural","Both Sexes","Samoan","Census - de jure - complete tabulation","Final figure, complete","2023","686","7"
"Australia","2021","Rural","Both Sexes","Scottish","Census - de jure - complete tabulation","Final figure, complete","2023","101875","7"
"Australia","2021","Rural","Both Sexes","Serbian","Census - de jure - complete tabulation","Final figure, complete","2023","1743","7"
"Australia","2021","Rural","Both Sexes","Seychellois","Census - de jure - complete tabulation","Final figure, complete","2023","62","7"
"Australia","2021","Rural","Both Sexes","Sikh","Census - de jure - complete tabulation","Final figure, complete","2023","611","7"
"Australia","2021","Rural","Both Sexes","Sinhalese","Census - de jure - complete tabulation","Final figure, complete","2023","338","7"
"Australia","2021","Rural","Both Sexes","Slovak","Census - de jure - complete tabulation","Final figure, complete","2023","330","7"
"Australia","2021","Rural","Both Sexes","Slovenian","Census - de jure - complete tabulation","Final figure, complete","2023","670","7"
"Australia","2021","Rural","Both Sexes","Somalie","Census - de jure - complete tabulation","Final figure, complete","2023","20","7"
"Australia","2021","Rural","Both Sexes","South African","Census - de jure - complete tabulation","Final figure, complete","2023","4302","7"
"Australia","2021","Rural","Both Sexes","Spanish","Census - de jure - complete tabulation","Final figure, complete","2023","2055","7"
"Australia","2021","Rural","Both Sexes","Sudanese","Census - de jure - complete tabulation","Final figure, complete","2023","72","7"
"Australia","2021","Rural","Both Sexes","Swaziland","Census - de jure - complete tabulation","Final figure, complete","2023","3","7"
"Australia","2021","Rural","Both Sexes","Swedish","Census - de jure - complete tabulation","Final figure, complete","2023","1106","7"
"Australia","2021","Rural","Both Sexes","Swiss","Census - de jure - complete tabulation","Final figure, complete","2023","1799","7"
"Australia","2021","Rural","Both Sexes","Syrian","Census - de jure - complete tabulation","Final figure, complete","2023","150","7"
"Australia","2021","Rural","Both Sexes","Tahitian","Census - de jure - complete tabulation","Final figure, complete","2023","10","7"
"Australia","2021","Rural","Both Sexes","Tajik","Census - de jure - complete tabulation","Final figure, complete","2023","7","7"
"Australia","2021","Rural","Both Sexes","Tanzanian","Census - de jure - complete tabulation","Final figure, complete","2023","6","7"
"Australia","2021","Rural","Both Sexes","Tatar","Census - de jure - complete tabulation","Final figure, complete","2023","3","7"
"Australia","2021","Rural","Both Sexes","Thai","Census - de jure - complete tabulation","Final figure, complete","2023","2789","7"
"Australia","2021","Rural","Both Sexes","Tibetan","Census - de jure - complete tabulation","Final figure, complete","2023","28","7"
"Australia","2021","Rural","Both Sexes","Tigray","Census - de jure - complete tabulation","Final figure, complete","2023","4","7"
"Australia","2021","Rural","Both Sexes","Tigre","Census - de jure - complete tabulation","Final figure, complete","2023","6","7"
"Australia","2021","Rural","Both Sexes","Tokelauan","Census - de jure - complete tabulation","Final figure, complete","2023","26","7"
"Australia","2021","Rural","Both Sexes","Tongan","Census - de jure - complete tabulation","Final figure, complete","2023","666","7"
"Australia","2021","Rural","Both Sexes","Torres Strait Islander","Census - de jure - complete tabulation","Final figure, complete","2023","6267","7"
"Australia","2021","Rural","Both Sexes","Trinidad and Tobago","Census - de jure - complete tabulation","Final figure, complete","2023","19","7"
