iso3_orig,iso3_dest,year,migrant_stock_pred,model_name
USA,VGB,2025,2194.9882147225517,XGB_OD
USA,VGB,2030,2171.5630778203367,XGB_OD
USA,VGB,2035,2171.536143058397,XGB_OD
USA,WSM,2025,280.4292641254625,XGB_OD
USA,WSM,2030,281.0398460249285,XGB_OD
USA,WSM,2035,281.0398460249285,XGB_OD
USA,ZMB,2025,1584.9969621643866,XGB_OD
USA,ZMB,2030,1578.4702721937385,XGB_OD
USA,ZMB,2035,1578.4702721937385,XGB_OD
VEN,USA,2025,876468.0681258258,XGB_OD
VEN,USA,2030,848537.6099512973,XGB_OD
VEN,USA,2035,844934.4996022556,XGB_OD
VNM,IDN,2025,17.38108445059894,XGB_OD
VNM,IDN,2030,17.79734845596392,XGB_OD
VNM,IDN,2035,17.741228186790917,XGB_OD
VNM,MYS,2025,4.483976663571508,XGB_OD
VNM,MYS,2030,4.469541482787484,XGB_OD
VNM,MYS,2035,4.540246497126129,XGB_OD
VNM,USA,2025,1431833.5566920463,XGB_OD
VNM,USA,2030,1431833.5566920463,XGB_OD
VNM,USA,2035,1431833.5566920463,XGB_OD
YEM,IDN,2025,646.791828974882,XGB_OD
YEM,IDN,2030,755.2865607242281,XGB_OD
YEM,IDN,2035,842.7400648822854,XGB_OD
YEM,MYS,2025,3191.4940981939,XGB_OD
YEM,MYS,2030,3239.032817158791,XGB_OD
YEM,MYS,2035,3239.032817158791,XGB_OD
