iso3,year,scenario,delta_in,delta_out,delta_migrants_2025
GTM,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
GUY,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
HKG,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
HND,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
HTI,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
IDN,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,79842.95375,19414.7,60428.25375
IND,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
IRL,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
IRN,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
IRQ,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
ISR,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
ITA,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
JAM,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
JPN,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
KEN,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
KHM,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
KOR,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
LAO,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
LBN,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
LKA,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
MEX,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
MMR,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
MYS,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,233897.615,56874.8,177022.815
NGA,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
NIC,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
NPL,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
NZL,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
PAK,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
PAN,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
PER,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
PHL,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
POL,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
PRI,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
PRT,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
PSE,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
ROU,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
RUS,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
SAU,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
SDN,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
SGP,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
SLV,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
SOM,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
SYR,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
THA,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
TLS,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
TTO,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
TUR,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
UKR,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
USA,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,2272576.13625,552602.1,1719974.03625
VEN,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
VNM,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
YEM,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0,0.0,0.0
AFG,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
ARG,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
AUS,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
BGD,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
BRA,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
BRN,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
CAN,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
CHN,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
COL,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
CUB,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
DEU,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
DOM,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
ECU,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
EGY,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
ERI,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
ESP,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
ETH,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
FRA,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
GBR,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
GHA,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
GRC,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
GTM,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
GUY,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
HKG,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
HND,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
HTI,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
IDN,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,171577.41124999998,19414.7,152162.71124999996
IND,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
IRL,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
IRN,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
IRQ,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
ISR,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
ITA,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
JAM,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
JPN,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
KEN,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
KHM,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
KOR,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
LAO,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
LBN,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
LKA,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
MEX,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
MMR,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
MYS,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,502631.04499999987,56874.8,445756.2449999999
NGA,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
NIC,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
NPL,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
NZL,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
PAK,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
PAN,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
PER,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
PHL,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
POL,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
PRI,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
PRT,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
PSE,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
ROU,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
RUS,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
SAU,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
SDN,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
SGP,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
SLV,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
SOM,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
SYR,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
THA,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
TLS,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
TTO,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
TUR,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
UKR,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
USA,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,4883621.058749999,552602.1,4331018.958749999
VEN,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
VNM,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
YEM,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0,0.0,0.0
AFG,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
ARG,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
AUS,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
BGD,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
BRA,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
BRN,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
CAN,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
CHN,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
COL,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
CUB,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
DEU,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
DOM,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
ECU,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
EGY,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
ERI,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
ESP,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
ETH,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
FRA,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
GBR,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
GHA,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
GRC,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
GTM,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
GUY,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
HKG,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
HND,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
HTI,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
IDN,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,40528.186250000006,58244.100000000006,-17715.91375
IND,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
IRL,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
IRN,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
IRQ,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
ISR,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
ITA,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
JAM,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
JPN,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
KEN,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
KHM,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
KOR,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
LAO,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
LBN,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
LKA,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
MEX,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
MMR,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
MYS,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,118726.145,170624.40000000002,-51898.25500000002
NGA,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
NIC,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
NPL,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
NZL,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
PAK,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
PAN,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
PER,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
PHL,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
POL,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
PRI,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
PRT,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
PSE,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
ROU,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
RUS,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
SAU,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
SDN,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
SGP,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
SLV,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
SOM,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
SYR,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
THA,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
TLS,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
TTO,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
TUR,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
UKR,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
USA,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,1153556.88375,1657806.3000000003,-504249.41625000024
VEN,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
VNM,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
YEM,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0,0.0,0.0
AFG,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
ARG,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
AUS,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
BGD,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
BRA,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
BRN,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
CAN,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
CHN,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
COL,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
CUB,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
DEU,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
DOM,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
ECU,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
EGY,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
ERI,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
ESP,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
ETH,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
FRA,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
GBR,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
GHA,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
GRC,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
GTM,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
GUY,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
HKG,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
HND,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
HTI,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
IDN,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,53633.10875000002,58244.100000000006,-4610.991249999985
IND,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
IRL,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
IRN,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
IRQ,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
ISR,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
ITA,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
JAM,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
JPN,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
KEN,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
KHM,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
KOR,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
LAO,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
LBN,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
LKA,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
MEX,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
MMR,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
MYS,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,157116.63500000007,170624.40000000002,-13507.764999999956
NGA,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
NIC,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
NPL,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
NZL,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
PAK,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
PAN,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
PER,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
PHL,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
POL,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
PRI,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
PRT,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
PSE,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
ROU,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
RUS,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
SAU,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
SDN,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
SGP,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
SLV,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
SOM,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
SYR,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
THA,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
TLS,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
TTO,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
TUR,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0,0.0,0.0
