iso3_orig,iso3_dest,year,model_name,scenario,migrant_stock_pred,delta_in_od,delta_out_od,delta_stock_od,migrant_stock_shock
ARG,USA,2025,XGB_OD,Conflict_internal_HIGH,205789.78521199868,0.0,0.0,0.0,205789.78521199868
ARG,USA,2025,XGB_OD,Conflict_internal_HIGH__Conflict_external_HIGH,205789.78521199868,1805.175951610825,0.0,1805.175951610825,207594.9611636095
ARG,USA,2025,XGB_OD,Conflict_internal_HIGH__Conflict_external_LOW,205789.78521199868,601.7253172036081,0.0,601.7253172036081,206391.5105292023
ARG,USA,2025,XGB_OD,Conflict_internal_LOW,205789.78521199868,0.0,0.0,0.0,205789.78521199868
ARG,USA,2025,XGB_OD,Conflict_internal_LOW__Conflict_external_HIGH,205789.78521199868,12636.23166127576,0.0,12636.23166127576,218426.01687327444
ARG,USA,2025,XGB_OD,Conflict_internal_LOW__Conflict_external_LOW,205789.78521199868,4212.077220425254,0.0,4212.077220425254,210001.86243242392
AUS,IDN,2025,XGB_OD,Aid_HIGH,4918.993031819378,313.36661230970844,0.0,313.36661230970844,5232.3596441290865
AUS,IDN,2025,XGB_OD,Aid_HIGH__Conflict_external_HIGH,4918.993031819378,2126.4162978158793,0.0,2126.4162978158793,7045.409329635258
AUS,IDN,2025,XGB_OD,Aid_HIGH__Conflict_external_LOW,4918.993031819378,917.7165074784318,0.0,917.7165074784318,5836.70953929781
AUS,IDN,2025,XGB_OD,Aid_HIGH__Conflict_internal_HIGH,4918.993031819378,313.36661230970844,0.0,313.36661230970844,5232.3596441290865
AUS,IDN,2025,XGB_OD,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,4918.993031819378,494.67158086032566,0.0,494.67158086032566,5413.664612679704
AUS,IDN,2025,XGB_OD,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,4918.993031819378,373.80160182658085,0.0,373.80160182658085,5292.794633645959
AUS,IDN,2025,XGB_OD,Aid_HIGH__Conflict_internal_LOW,4918.993031819378,313.36661230970844,0.0,313.36661230970844,5232.3596441290865
AUS,IDN,2025,XGB_OD,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,4918.993031819378,1582.5013921640275,0.0,1582.5013921640275,6501.494423983406
AUS,IDN,2025,XGB_OD,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,4918.993031819378,736.4115389278148,0.0,736.4115389278148,5655.404570747193
AUS,IDN,2025,XGB_OD,Aid_LOW,4918.993031819378,134.29997670416077,0.0,134.29997670416077,5053.293008523539
AUS,IDN,2025,XGB_OD,Aid_LOW__Conflict_external_HIGH,4918.993031819378,1678.7497088020095,0.0,1678.7497088020095,6597.742740621388
AUS,IDN,2025,XGB_OD,Aid_LOW__Conflict_external_LOW,4918.993031819378,649.1165540701103,0.0,649.1165540701103,5568.109585889489
AUS,IDN,2025,XGB_OD,Aid_LOW__Conflict_internal_HIGH,4918.993031819378,134.29997670416077,0.0,134.29997670416077,5053.293008523539
AUS,IDN,2025,XGB_OD,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,4918.993031819378,288.74494991394573,0.0,288.74494991394573,5207.737981733324
AUS,IDN,2025,XGB_OD,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,4918.993031819378,185.78163444075577,0.0,185.78163444075577,5104.774666260134
AUS,IDN,2025,XGB_OD,Aid_LOW__Conflict_internal_LOW,4918.993031819378,134.29997670416077,0.0,134.29997670416077,5053.293008523539
AUS,IDN,2025,XGB_OD,Aid_LOW__Conflict_internal_LOW__Conflict_external_HIGH,4918.993031819378,1215.4147891726545,0.0,1215.4147891726545,6134.407820992033
AUS,IDN,2025,XGB_OD,Aid_LOW__Conflict_internal_LOW__Conflict_external_LOW,4918.993031819378,494.6715808603255,0.0,494.6715808603255,5413.664612679704
AUS,IDN,2025,XGB_OD,Conflict_external_HIGH,4918.993031819378,1342.9997670416076,0.0,1342.9997670416076,6261.992798860986
AUS,IDN,2025,XGB_OD,Conflict_external_LOW,4918.993031819378,447.6665890138692,0.0,447.6665890138692,5366.659620833248
AUS,IDN,2025,XGB_OD,Conflict_internal_HIGH,4918.993031819378,0.0,0.0,0.0,4918.993031819378
AUS,IDN,2025,XGB_OD,Conflict_internal_HIGH__Conflict_external_HIGH,4918.993031819378,134.29997670416088,0.0,134.29997670416088,5053.293008523539
AUS,IDN,2025,XGB_OD,Conflict_internal_HIGH__Conflict_external_LOW,4918.993031819378,44.76665890138697,0.0,44.76665890138697,4963.759690720765
AUS,IDN,2025,XGB_OD,Conflict_internal_LOW,4918.993031819378,0.0,0.0,0.0,4918.993031819378
AUS,IDN,2025,XGB_OD,Conflict_internal_LOW__Conflict_external_HIGH,4918.993031819378,940.0998369291253,0.0,940.0998369291253,5859.092868748504
AUS,IDN,2025,XGB_OD,Conflict_internal_LOW__Conflict_external_LOW,4918.993031819378,313.36661230970844,0.0,313.36661230970844,5232.3596441290865
AUS,MYS,2025,XGB_OD,Aid_HIGH,5143.129196337264,152.13211095120553,0.0,152.13211095120553,5295.26130728847
AUS,MYS,2025,XGB_OD,Aid_HIGH__Conflict_external_HIGH,5143.129196337264,1032.3250385974663,0.0,1032.3250385974663,6175.45423493473
AUS,MYS,2025,XGB_OD,Aid_HIGH__Conflict_external_LOW,5143.129196337264,445.52975349995904,0.0,445.52975349995904,5588.658949837223
AUS,MYS,2025,XGB_OD,Aid_HIGH__Conflict_internal_HIGH,5143.129196337264,152.13211095120553,0.0,152.13211095120553,5295.26130728847
AUS,MYS,2025,XGB_OD,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,5143.129196337264,240.15140371583172,0.0,240.15140371583172,5383.280600053095
AUS,MYS,2025,XGB_OD,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,5143.129196337264,181.4718752060809,0.0,181.4718752060809,5324.601071543345
AUS,MYS,2025,XGB_OD,Aid_HIGH__Conflict_internal_LOW,5143.129196337264,152.13211095120553,0.0,152.13211095120553,5295.26130728847
AUS,MYS,2025,XGB_OD,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,5143.129196337264,768.2671603035878,0.0,768.2671603035878,5911.396356640852
AUS,MYS,2025,XGB_OD,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,5143.129196337264,357.510460735333,0.0,357.510460735333,5500.639657072597
AUS,MYS,2025,XGB_OD,Aid_LOW,5143.129196337264,65.19947612194522,0.0,65.19947612194522,5208.328672459209
