iso3_dest,destination_raw,iso3_orig,origin_raw,year,sex,value,metric,unit,source
ITA,Italy,LTU,Lithuania,2005,Both sexes,2096.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,LTU,Lithuania,2010,Both sexes,4267.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,LTU,Lithuania,2015,Both sexes,5500.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,LTU,Lithuania,2020,Both sexes,6077.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,LTU,Lithuania,2024,Both sexes,6214.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,LUX,Luxembourg,1990,Both sexes,4553.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,LUX,Luxembourg,1995,Both sexes,4710.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,LUX,Luxembourg,2000,Both sexes,4702.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,LUX,Luxembourg,2005,Both sexes,4700.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,LUX,Luxembourg,2010,Both sexes,4685.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,LUX,Luxembourg,2015,Both sexes,4605.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,LUX,Luxembourg,2020,Both sexes,4569.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,LUX,Luxembourg,2024,Both sexes,4337.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,LVA,Latvia,1990,Both sexes,191.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,LVA,Latvia,1995,Both sexes,318.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,LVA,Latvia,2000,Both sexes,514.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,LVA,Latvia,2005,Both sexes,1336.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,LVA,Latvia,2010,Both sexes,2384.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,LVA,Latvia,2015,Both sexes,3123.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,LVA,Latvia,2020,Both sexes,3529.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,LVA,Latvia,2024,Both sexes,3700.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MAR,Morocco,1990,Both sexes,59902.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MAR,Morocco,1995,Both sexes,92931.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MAR,Morocco,2000,Both sexes,138432.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MAR,Morocco,2005,Both sexes,232975.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MAR,Morocco,2010,Both sexes,346197.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MAR,Morocco,2015,Both sexes,399627.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MAR,Morocco,2020,Both sexes,450791.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MAR,Morocco,2024,Both sexes,472734.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MCO,Monaco,1990,Both sexes,1501.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MCO,Monaco,1995,Both sexes,1619.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MCO,Monaco,2000,Both sexes,1683.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MCO,Monaco,2005,Both sexes,1765.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MCO,Monaco,2010,Both sexes,1849.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MCO,Monaco,2015,Both sexes,1807.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MCO,Monaco,2020,Both sexes,1526.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MCO,Monaco,2024,Both sexes,1438.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MDA,Republic of Moldova*,1990,Both sexes,2207.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MDA,Republic of Moldova*,1995,Both sexes,3687.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MDA,Republic of Moldova*,2000,Both sexes,5965.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MDA,Republic of Moldova*,2005,Both sexes,56357.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MDA,Republic of Moldova*,2010,Both sexes,123348.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MDA,Republic of Moldova*,2015,Both sexes,158746.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MDA,Republic of Moldova*,2020,Both sexes,200676.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MDA,Republic of Moldova*,2024,Both sexes,218594.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MDG,Madagascar,1990,Both sexes,663.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MDG,Madagascar,1995,Both sexes,873.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MDG,Madagascar,2000,Both sexes,1116.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MDG,Madagascar,2005,Both sexes,1414.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MDG,Madagascar,2010,Both sexes,1827.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MDG,Madagascar,2015,Both sexes,2249.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MDG,Madagascar,2020,Both sexes,2722.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MDG,Madagascar,2024,Both sexes,2903.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MEX,Mexico,1990,Both sexes,2378.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MEX,Mexico,1995,Both sexes,3143.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MEX,Mexico,2000,Both sexes,4024.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MEX,Mexico,2005,Both sexes,5164.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MEX,Mexico,2010,Both sexes,6678.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MEX,Mexico,2015,Both sexes,8163.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MEX,Mexico,2020,Both sexes,10352.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MEX,Mexico,2024,Both sexes,11351.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MKD,North Macedonia,1990,Both sexes,22704.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MKD,North Macedonia,1995,Both sexes,30034.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MKD,North Macedonia,2000,Both sexes,38195.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MKD,North Macedonia,2005,Both sexes,52401.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MKD,North Macedonia,2010,Both sexes,67610.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MKD,North Macedonia,2015,Both sexes,69018.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MKD,North Macedonia,2020,Both sexes,72197.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MKD,North Macedonia,2024,Both sexes,67492.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MLI,Mali,1990,Both sexes,95.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MLI,Mali,1995,Both sexes,161.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MLI,Mali,2000,Both sexes,261.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MLI,Mali,2005,Both sexes,939.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MLI,Mali,2010,Both sexes,1245.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MLI,Mali,2015,Both sexes,7001.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MLI,Mali,2020,Both sexes,19179.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MLI,Mali,2024,Both sexes,23958.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MLT,Malta,1990,Both sexes,1318.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MLT,Malta,1995,Both sexes,1442.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MLT,Malta,2000,Both sexes,1532.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MLT,Malta,2005,Both sexes,1575.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MLT,Malta,2010,Both sexes,1731.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MLT,Malta,2015,Both sexes,1765.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MLT,Malta,2020,Both sexes,1941.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MLT,Malta,2024,Both sexes,2127.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MMR,Myanmar,1990,Both sexes,70.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MMR,Myanmar,1995,Both sexes,104.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MMR,Myanmar,2000,Both sexes,147.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MMR,Myanmar,2005,Both sexes,204.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MMR,Myanmar,2010,Both sexes,299.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MMR,Myanmar,2015,Both sexes,388.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MMR,Myanmar,2020,Both sexes,411.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MMR,Myanmar,2024,Both sexes,468.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MNE,Montenegro,1990,Both sexes,188.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MNE,Montenegro,1995,Both sexes,317.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MNE,Montenegro,2000,Both sexes,512.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MNE,Montenegro,2005,Both sexes,1204.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MNE,Montenegro,2010,Both sexes,2019.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MNE,Montenegro,2015,Both sexes,2345.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MNE,Montenegro,2020,Both sexes,2167.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MNE,Montenegro,2024,Both sexes,2186.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MOZ,Mozambique,1990,Both sexes,303.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MOZ,Mozambique,1995,Both sexes,380.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MOZ,Mozambique,2000,Both sexes,461.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MOZ,Mozambique,2005,Both sexes,569.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MOZ,Mozambique,2010,Both sexes,684.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MOZ,Mozambique,2015,Both sexes,792.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MOZ,Mozambique,2020,Both sexes,916.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MOZ,Mozambique,2024,Both sexes,953.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MRT,Mauritania,1990,Both sexes,76.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MRT,Mauritania,1995,Both sexes,123.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MRT,Mauritania,2000,Both sexes,189.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MRT,Mauritania,2005,Both sexes,328.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MRT,Mauritania,2010,Both sexes,492.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MRT,Mauritania,2015,Both sexes,654.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MRT,Mauritania,2020,Both sexes,791.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MRT,Mauritania,2024,Both sexes,846.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MUS,Mauritius,1990,Both sexes,4047.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MUS,Mauritius,1995,Both sexes,4781.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MUS,Mauritius,2000,Both sexes,5453.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MUS,Mauritius,2005,Both sexes,6051.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MUS,Mauritius,2010,Both sexes,7409.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MUS,Mauritius,2015,Both sexes,8103.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MUS,Mauritius,2020,Both sexes,7810.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MUS,Mauritius,2024,Both sexes,7315.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MYS,Malaysia,1990,Both sexes,201.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MYS,Malaysia,1995,Both sexes,261.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MYS,Malaysia,2000,Both sexes,328.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MYS,Malaysia,2005,Both sexes,404.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MYS,Malaysia,2010,Both sexes,539.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MYS,Malaysia,2015,Both sexes,643.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MYS,Malaysia,2020,Both sexes,727.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,MYS,Malaysia,2024,Both sexes,764.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NER,Niger,1990,Both sexes,41.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NER,Niger,1995,Both sexes,68.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NER,Niger,2000,Both sexes,110.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NER,Niger,2005,Both sexes,293.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NER,Niger,2010,Both sexes,479.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NER,Niger,2015,Both sexes,1013.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NER,Niger,2020,Both sexes,1388.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NER,Niger,2024,Both sexes,1480.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NGA,Nigeria,1990,Both sexes,5005.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NGA,Nigeria,1995,Both sexes,8382.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NGA,Nigeria,2000,Both sexes,13563.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NGA,Nigeria,2005,Both sexes,25960.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NGA,Nigeria,2010,Both sexes,39126.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NGA,Nigeria,2015,Both sexes,56208.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NGA,Nigeria,2020,Both sexes,99045.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NGA,Nigeria,2024,Both sexes,112792.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NIC,Nicaragua,1990,Both sexes,334.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NIC,Nicaragua,1995,Both sexes,438.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NIC,Nicaragua,2000,Both sexes,556.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NIC,Nicaragua,2005,Both sexes,684.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NIC,Nicaragua,2010,Both sexes,880.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NIC,Nicaragua,2015,Both sexes,1120.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NIC,Nicaragua,2020,Both sexes,1433.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NIC,Nicaragua,2024,Both sexes,1626.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NLD,Netherlands*,1990,Both sexes,7854.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NLD,Netherlands*,1995,Both sexes,8858.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NLD,Netherlands*,2000,Both sexes,9669.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NLD,Netherlands*,2005,Both sexes,10439.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NLD,Netherlands*,2010,Both sexes,11699.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NLD,Netherlands*,2015,Both sexes,12025.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NLD,Netherlands*,2020,Both sexes,12901.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NLD,Netherlands*,2024,Both sexes,13193.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NOR,Norway*,1990,Both sexes,687.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NOR,Norway*,1995,Both sexes,848.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NOR,Norway*,2000,Both sexes,1014.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NOR,Norway*,2005,Both sexes,1181.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NOR,Norway*,2010,Both sexes,1453.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NOR,Norway*,2015,Both sexes,1695.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NOR,Norway*,2020,Both sexes,1822.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NOR,Norway*,2024,Both sexes,1722.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NPL,Nepal,1990,Both sexes,87.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NPL,Nepal,1995,Both sexes,147.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NPL,Nepal,2000,Both sexes,237.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NPL,Nepal,2005,Both sexes,600.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NPL,Nepal,2010,Both sexes,1223.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NPL,Nepal,2015,Both sexes,1804.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NPL,Nepal,2020,Both sexes,2452.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NPL,Nepal,2024,Both sexes,2550.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NZL,New Zealand*,1990,Both sexes,429.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NZL,New Zealand*,1995,Both sexes,508.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NZL,New Zealand*,2000,Both sexes,581.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NZL,New Zealand*,2005,Both sexes,653.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NZL,New Zealand*,2010,Both sexes,774.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NZL,New Zealand*,2015,Both sexes,813.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NZL,New Zealand*,2020,Both sexes,944.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,NZL,New Zealand*,2024,Both sexes,959.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PAK,Pakistan,1990,Both sexes,4805.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PAK,Pakistan,1995,Both sexes,8124.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PAK,Pakistan,2000,Both sexes,13154.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PAK,Pakistan,2005,Both sexes,33479.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PAK,Pakistan,2010,Both sexes,58148.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PAK,Pakistan,2015,Both sexes,85091.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PAK,Pakistan,2020,Both sexes,128470.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PAK,Pakistan,2024,Both sexes,158436.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PAN,Panama,1990,Both sexes,514.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PAN,Panama,1995,Both sexes,608.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PAN,Panama,2000,Both sexes,694.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PAN,Panama,2005,Both sexes,799.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PAN,Panama,2010,Both sexes,947.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PAN,Panama,2015,Both sexes,984.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PAN,Panama,2020,Both sexes,1127.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PAN,Panama,2024,Both sexes,1170.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PER,Peru,1990,Both sexes,10777.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PER,Peru,1995,Both sexes,18025.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PER,Peru,2000,Both sexes,29163.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PER,Peru,2005,Both sexes,56020.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PER,Peru,2010,Both sexes,89556.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PER,Peru,2015,Both sexes,106231.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PER,Peru,2020,Both sexes,114931.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PER,Peru,2024,Both sexes,127352.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PHL,Philippines,1990,Both sexes,18884.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PHL,Philippines,1995,Both sexes,29114.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PHL,Philippines,2000,Both sexes,43433.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PHL,Philippines,2005,Both sexes,70868.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PHL,Philippines,2010,Both sexes,102451.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PHL,Philippines,2015,Both sexes,131756.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
ITA,Italy,PHL,Philippines,2020,Both sexes,145508.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
