country,year,category,event_count,goldstein_avg,tone_avg
PK,1998,Conflict/Migration,5135,-9.894,3.439
PK,1998,Disapproval/Sanction,6611,-2.859,4.747
PK,1998,Other,25585,1.075,5.037
PK,1998,Protest,929,-5.176,4.816
PK,1999,Aid/Cooperation,29252,3.261,5.618
PK,1999,Conflict/Migration,9681,-9.873,3.583
PK,1999,Disapproval/Sanction,11552,-3.028,4.992
PK,1999,Other,38922,1.117,5.151
PK,1999,Protest,1615,-5.266,4.82
PK,2000,Aid/Cooperation,20296,3.393,5.775
PK,2000,Conflict/Migration,8037,-9.88,3.071
PK,2000,Disapproval/Sanction,7618,-2.981,4.877
PK,2000,Other,26317,1.187,5.126
PK,2000,Protest,884,-5.323,5.005
PK,2001,Aid/Cooperation,36790,3.136,5.715
PK,2001,Conflict/Migration,12247,-9.879,3.434
PK,2001,Disapproval/Sanction,11157,-3.019,5.232
PK,2001,Other,46457,1.127,5.269
PK,2001,Protest,1837,-5.422,5.233
PK,2002,Aid/Cooperation,31696,3.135,5.274
PK,2002,Conflict/Migration,16894,-9.857,3.105
PK,2002,Disapproval/Sanction,12535,-2.885,4.698
PK,2002,Other,48918,0.558,4.658
PK,2002,Protest,1864,-5.587,4.608
PK,2003,Aid/Cooperation,32981,3.111,5.563
PK,2003,Conflict/Migration,14321,-9.895,2.928
PK,2003,Disapproval/Sanction,11470,-2.95,4.907
PK,2003,Other,48489,0.809,4.885
PK,2003,Protest,1394,-5.511,4.865
PK,2004,Aid/Cooperation,28412,3.138,5.559
PK,2004,Conflict/Migration,13558,-9.872,3.1
PK,2004,Disapproval/Sanction,8158,-2.885,4.71
PK,2004,Other,43060,0.858,4.822
PK,2004,Protest,1248,-5.535,4.536
PK,2005,Aid/Cooperation,21747,3.065,5.686
PK,2005,Conflict/Migration,8881,-9.832,3.139
PK,2005,Disapproval/Sanction,5657,-2.903,4.692
PK,2005,Other,31981,1.025,4.938
PK,2005,Protest,726,-5.432,4.264
PK,2006,Aid/Cooperation,43028,3.15,5.31
PK,2006,Conflict/Migration,21613,-9.864,3.228
PK,2006,Disapproval/Sanction,16818,-2.853,4.527
PK,2006,Other,66808,0.566,4.707
PK,2006,Protest,2103,-5.366,4.468
PK,2007,Aid/Cooperation,95485,3.108,5.385
PK,2007,Conflict/Migration,55919,-9.871,3.404
PK,2007,Disapproval/Sanction,38990,-2.948,4.934
PK,2007,Other,150456,0.582,4.921
PK,2007,Protest,6668,-5.449,4.665
PK,2008,Aid/Cooperation,137018,3.159,5.386
PK,2008,Conflict/Migration,82537,-9.881,3.441
PK,2008,Disapproval/Sanction,58865,-2.873,4.775
PK,2008,Other,211137,1.03,4.938
PK,2008,Protest,9763,-5.39,4.723
PK,2009,Aid/Cooperation,223669,3.099,5.456
PK,2009,Conflict/Migration,159912,-9.879,3.514
PK,2009,Disapproval/Sanction,90532,-2.887,4.713
PK,2009,Other,358230,1.109,4.904
PK,2009,Protest,16524,-5.494,4.567
PK,2010,Aid/Cooperation,161648,3.054,5.628
PK,2010,Conflict/Migration,102362,-9.89,3.382
PK,2010,Disapproval/Sanction,65457,-2.903,4.799
PK,2010,Other,266618,1.301,5.146
PK,2010,Protest,11046,-5.347,4.616
PK,2011,Aid/Cooperation,201110,3.053,5.62
PK,2011,Conflict/Migration,127402,-9.885,3.631
PK,2011,Disapproval/Sanction,87464,-2.903,4.803
PK,2011,Other,307311,1.054,5.083
PK,2011,Protest,13937,-5.496,4.724
PK,2012,Aid/Cooperation,221365,3.086,5.195
PK,2012,Conflict/Migration,113348,-9.873,3.183
PK,2012,Disapproval/Sanction,95367,-2.956,4.458
PK,2012,Other,340838,0.91,4.709
PK,2012,Protest,12107,-5.39,4.258
PK,2013,Aid/Cooperation,234105,3.154,2.665
PK,2013,Conflict/Migration,125894,-9.869,1.548
PK,2013,Disapproval/Sanction,97829,-2.907,2.201
PK,2013,Other,347730,1.037,2.334
PK,2013,Protest,13041,-5.371,2.095
PK,2014,Aid/Cooperation,291105,3.114,2.646
PK,2014,Conflict/Migration,162074,-9.862,1.411
PK,2014,Disapproval/Sanction,125941,-2.932,2.174
PK,2014,Other,440928,0.99,2.322
PK,2014,Protest,17126,-5.317,2.049
PK,2015,Aid/Cooperation,387110,3.074,-1.132
PK,2015,Conflict/Migration,174193,-9.871,-5.711
PK,2015,Disapproval/Sanction,154685,-2.929,-3.517
PK,2015,Other,561292,0.926,-2.574
PK,2015,Protest,18492,-5.255,-3.723
PK,2016,Aid/Cooperation,435614,3.063,-1.884
PK,2016,Conflict/Migration,189089,-9.852,-6.432
PK,2016,Disapproval/Sanction,187845,-2.899,-4.206
PK,2016,Other,656450,0.911,-3.315
PK,2016,Protest,23399,-5.32,-4.676
PK,2017,Aid/Cooperation,332432,3.023,-1.464
PK,2017,Conflict/Migration,134794,-9.833,-6.59
PK,2017,Disapproval/Sanction,146720,-2.919,-4.062
PK,2017,Other,511096,0.978,-3.069
PK,2017,Protest,17080,-5.168,-4.528
PK,2018,Aid/Cooperation,322338,3.004,-1.082
PK,2018,Conflict/Migration,105996,-9.827,-6.309
PK,2018,Disapproval/Sanction,135560,-2.907,-3.685
PK,2018,Other,476906,1.054,-2.679
PK,2018,Protest,12789,-5.178,-4.095
PK,2019,Aid/Cooperation,330385,3.023,-1.199
PK,2019,Conflict/Migration,100684,-9.835,-5.893
PK,2019,Disapproval/Sanction,124078,-2.933,-3.93
PK,2019,Other,469106,1.152,-2.77
PK,2019,Protest,15908,-5.259,-4.513
PK,2020,Aid/Cooperation,196703,2.998,-1.467
PK,2020,Conflict/Migration,61339,-9.792,-6.123
PK,2020,Disapproval/Sanction,79721,-2.928,-4.12
PK,2020,Other,303352,1.129,-3.007
PK,2020,Protest,9298,-5.026,-4.301
PK,2021,Aid/Cooperation,205037,3.076,-0.937
PK,2021,Conflict/Migration,59694,-9.794,-6.071
PK,2021,Disapproval/Sanction,74251,-2.965,-3.743
PK,2021,Other,287192,1.253,-2.495
PK,2021,Protest,7995,-5.071,-3.87
PK,2022,Aid/Cooperation,186965,2.995,-1.109
PK,2022,Conflict/Migration,59701,-9.826,-6.354
PK,2022,Disapproval/Sanction,76616,-2.917,-3.884
PK,2022,Other,271867,1.178,-2.805
PK,2022,Protest,8882,-5.117,-4.256
PK,2023,Aid/Cooperation,216600,3.009,-1.001
PK,2023,Conflict/Migration,73398,-9.837,-6.688
PK,2023,Disapproval/Sanction,87305,-2.948,-4.176
PK,2023,Other,332484,0.899,-2.982
PK,2023,Protest,9426,-5.213,-4.84
PK,2024,Aid/Cooperation,232865,3.014,-0.513
PK,2024,Conflict/Migration,75947,-9.828,-6.855
PK,2024,Disapproval/Sanction,88696,-2.88,-4.299
PK,2024,Other,328206,0.987,-2.718
PK,2024,Protest,10416,-5.075,-4.797
PL,1996,Aid/Cooperation,9527,3.426,5.901
PL,1996,Conflict/Migration,410,-9.805,4.699
PL,1996,Disapproval/Sanction,1828,-3.085,5.33
PL,1996,Other,9177,1.807,5.484
PL,1996,Protest,170,-5.021,5.216
PL,1997,Aid/Cooperation,13113,3.619,6.005
PL,1997,Conflict/Migration,542,-9.825,4.866
PL,1997,Disapproval/Sanction,2526,-3.141,5.846
PL,1997,Other,12320,2.031,5.812
PL,1997,Protest,201,-5.119,6.005
PL,1998,Aid/Cooperation,13814,3.467,5.628
PL,1998,Conflict/Migration,773,-9.765,4.391
PL,1998,Disapproval/Sanction,2859,-3.214,5.351
PL,1998,Other,13955,1.812,5.418
PL,1998,Protest,268,-5.033,5.374
PL,1999,Aid/Cooperation,12879,3.234,5.722
PL,1999,Conflict/Migration,966,-9.804,4.57
PL,1999,Disapproval/Sanction,3042,-3.076,5.334
PL,1999,Other,13971,1.756,5.423
PL,1999,Protest,350,-5.153,5.509
PL,2000,Aid/Cooperation,12568,3.251,6.13
PL,2000,Conflict/Migration,908,-9.79,4.737
PL,2000,Disapproval/Sanction,3026,-3.075,5.697
PL,2000,Other,14399,1.523,5.651
PL,2000,Protest,292,-5.14,5.816
PL,2001,Aid/Cooperation,11973,3.346,5.85
PL,2001,Conflict/Migration,1018,-9.887,4.544
PL,2001,Disapproval/Sanction,2766,-3.09,5.343
PL,2001,Other,13207,1.446,5.308
PL,2001,Protest,233,-5.201,5.449
PL,2002,Aid/Cooperation,10036,3.227,5.549
PL,2002,Conflict/Migration,576,-9.813,4.156
PL,2002,Disapproval/Sanction,1748,-3.128,4.965
PL,2002,Other,10105,1.78,5.097
PL,2002,Protest,203,-5.101,5.237
PL,2003,Aid/Cooperation,12909,3.314,5.739
PL,2003,Conflict/Migration,1018,-9.846,4.102
PL,2003,Disapproval/Sanction,2449,-3.194,5.352
PL,2003,Other,14178,1.972,5.368
PL,2003,Protest,310,-4.981,5.618
PL,2004,Aid/Cooperation,10679,3.155,5.621
PL,2004,Conflict/Migration,1483,-9.838,3.794
PL,2004,Disapproval/Sanction,2412,-3.2,5.333
PL,2004,Other,12483,1.988,5.34
PL,2004,Protest,253,-5.331,5.278
PL,2005,Aid/Cooperation,8970,3.055,5.647
PL,2005,Conflict/Migration,743,-9.878,4.628
PL,2005,Disapproval/Sanction,2039,-3.045,5.142
PL,2005,Other,11144,1.459,5.317
PL,2005,Protest,226,-5.11,5.019
PL,2006,Aid/Cooperation,10426,3.2,5.525
PL,2006,Conflict/Migration,985,-9.874,4.537
PL,2006,Disapproval/Sanction,2660,-3.149,5.481
PL,2006,Other,13661,1.544,5.202
PL,2006,Protest,250,-4.921,5.529
PL,2007,Aid/Cooperation,19518,3.484,5.469
PL,2007,Conflict/Migration,2646,-9.85,4.467
PL,2007,Disapproval/Sanction,5909,-3.086,5.167
PL,2007,Other,22841,1.652,5.281
PL,2007,Protest,837,-4.987,5.372
PL,2008,Aid/Cooperation,18834,3.587,5.495
PL,2008,Conflict/Migration,2074,-9.844,4.381
PL,2008,Disapproval/Sanction,3648,-3.145,5.249
PL,2008,Other,19746,1.939,5.493
PL,2008,Protest,751,-5.104,5.385
PL,2009,Aid/Cooperation,27338,3.443,5.471
PL,2009,Conflict/Migration,4333,-9.829,4.052
PL,2009,Disapproval/Sanction,6341,-3.055,4.977
PL,2009,Other,31592,1.779,5.193
PL,2009,Protest,627,-5.277,5.061
PL,2010,Aid/Cooperation,27424,3.078,5.72
PL,2010,Conflict/Migration,3983,-9.861,4.466
PL,2010,Disapproval/Sanction,5168,-3.059,4.947
PL,2010,Other,32513,1.515,5.135
PL,2010,Protest,681,-5.099,4.775
PL,2011,Aid/Cooperation,31117,3.076,5.913
PL,2011,Conflict/Migration,3819,-9.843,4.432
PL,2011,Disapproval/Sanction,5927,-2.926,5.215
PL,2011,Other,34392,1.716,5.453
PL,2011,Protest,784,-5.001,5.123
PL,2012,Aid/Cooperation,24746,3.181,5.523
PL,2012,Conflict/Migration,3749,-9.859,4.063
PL,2012,Disapproval/Sanction,5218,-2.975,4.8
PL,2012,Other,31123,1.538,4.944
PL,2012,Protest,512,-5.18,4.312
PL,2013,Aid/Cooperation,29808,3.201,2.729
PL,2013,Conflict/Migration,4455,-9.826,2.096
PL,2013,Disapproval/Sanction,6198,-3.009,2.326
PL,2013,Other,33970,1.691,2.393
PL,2013,Protest,705,-5.284,1.973
PL,2014,Aid/Cooperation,46805,3.103,2.685
PL,2014,Conflict/Migration,6049,-9.749,2.147
PL,2014,Disapproval/Sanction,8641,-2.952,2.274
PL,2014,Other,54547,1.616,2.303
PL,2014,Protest,1318,-5.211,2.141
PL,2015,Aid/Cooperation,55954,3.036,-0.412
PL,2015,Conflict/Migration,10177,-9.803,-3.378
PL,2015,Disapproval/Sanction,15253,-2.928,-2.489
PL,2015,Other,72898,1.569,-1.609
PL,2015,Protest,2042,-5.131,-2.956
PL,2016,Aid/Cooperation,81641,2.985,-0.811
PL,2016,Conflict/Migration,12583,-9.81,-4.328
PL,2016,Disapproval/Sanction,18798,-2.958,-3.083
PL,2016,Other,96350,1.487,-1.945
PL,2016,Protest,3023,-5.065,-3.272
PL,2017,Aid/Cooperation,69663,2.957,-0.516
PL,2017,Conflict/Migration,10893,-9.786,-4.001
PL,2017,Disapproval/Sanction,20174,-3.09,-3.129
PL,2017,Other,81743,1.566,-1.855
PL,2017,Protest,2773,-5.094,-3.306
PL,2018,Aid/Cooperation,62429,3.111,-0.875
PL,2018,Conflict/Migration,10626,-9.835,-4.087
PL,2018,Disapproval/Sanction,19338,-2.906,-3.53
PL,2018,Other,75179,1.505,-2.191
PL,2018,Protest,2633,-5.077,-3.431
PL,2019,Aid/Cooperation,57664,3.043,-0.833
PL,2019,Conflict/Migration,8799,-9.828,-4.048
PL,2019,Disapproval/Sanction,14377,-2.862,-3.033
PL,2019,Other,67147,1.423,-2.084
PL,2019,Protest,1801,-5.13,-3.169
PL,2020,Aid/Cooperation,34445,3.159,-1.198
PL,2020,Conflict/Migration,5899,-9.815,-3.917
PL,2020,Disapproval/Sanction,11346,-3.038,-3.315
PL,2020,Other,50519,1.302,-2.397
PL,2020,Protest,1515,-5.088,-3.538
PL,2021,Aid/Cooperation,35248,3.187,-1.718
PL,2021,Conflict/Migration,8228,-9.781,-4.617
PL,2021,Disapproval/Sanction,13953,-2.926,-4.319
PL,2021,Other,51067,1.289,-3.067
PL,2021,Protest,1956,-4.958,-4.194
PL,2022,Aid/Cooperation,74176,2.893,-1.68
PL,2022,Conflict/Migration,12611,-9.776,-3.795
PL,2022,Disapproval/Sanction,12761,-2.972,-3.493
PL,2022,Other,80565,2.226,-2.468
PL,2022,Protest,2746,-5.23,-3.935
PL,2023,Aid/Cooperation,56015,3.039,-1.027
PL,2023,Conflict/Migration,8820,-9.812,-3.678
PL,2023,Disapproval/Sanction,14264,-2.942,-3.164
PL,2023,Other,68199,1.691,-2.064
PL,2023,Protest,2503,-5.112,-3.587
PL,2024,Aid/Cooperation,47349,3.108,-0.654
PL,2024,Conflict/Migration,8891,-9.819,-4.098
PL,2024,Disapproval/Sanction,11287,-2.988,-3.356
PL,2024,Other,57383,1.524,-2.173
PL,2024,Protest,2021,-5.205,-3.501
PS,1996,Aid/Cooperation,81,2.551,6.519
PS,1996,Conflict/Migration,2,-10,6.17
PS,1996,Disapproval/Sanction,2,-3.5,6.327
PS,1996,Other,19,0.984,5.11
PS,1996,Protest,2,-4.4,5.259
PS,1997,Aid/Cooperation,44,3.357,5.905
PS,1997,Disapproval/Sanction,6,-2.5,3.298
PS,1997,Other,42,2.733,5.799
PS,1998,Aid/Cooperation,40,2.458,4.806
PS,1998,Disapproval/Sanction,16,-2.563,4.702
PS,1998,Other,48,1.521,5.273
PS,1999,Aid/Cooperation,86,2.969,6.796
PS,1999,Conflict/Migration,5,-9.9,4.043
PS,1999,Disapproval/Sanction,9,-3.667,4.462
PS,1999,Other,65,0.392,5.706
PS,1999,Protest,2,-4.4,5.289
PS,2000,Aid/Cooperation,136,3.271,6.6
PS,2000,Conflict/Migration,10,-10,3.629
PS,2000,Disapproval/Sanction,9,-4,6.339
PS,2000,Other,113,1.88,6.266
PS,2000,Protest,3,-4.4,4.722
PS,2001,Aid/Cooperation,178,2.48,7.252
PS,2001,Conflict/Migration,1,-9,6.511
PS,2001,Disapproval/Sanction,22,-2.773,5.501
PS,2001,Other,79,2.519,5.379
PS,2002,Aid/Cooperation,102,3.414,5.826
PS,2002,Conflict/Migration,7,-9.571,4.242
PS,2002,Disapproval/Sanction,28,-4.143,4.354
PS,2002,Other,100,2.792,4.861
PS,2003,Aid/Cooperation,165,3.372,5.65
PS,2003,Conflict/Migration,15,-9.867,3.947
PS,2003,Disapproval/Sanction,23,-2.826,4.062
PS,2003,Other,133,1.627,5.027
PS,2003,Protest,4,-5.05,3.998
PS,2004,Aid/Cooperation,105,4.484,6.238
PS,2004,Conflict/Migration,10,-9.85,2.773
PS,2004,Disapproval/Sanction,10,-3.2,4.199
PS,2004,Other,102,1.09,5.81
PS,2004,Protest,1,-4.4,1.852
PS,2005,Aid/Cooperation,130,3.139,5.157
PS,2005,Conflict/Migration,7,-10,3.137
PS,2005,Disapproval/Sanction,11,-3.364,3.482
PS,2005,Other,65,2.317,4.47
PS,2006,Aid/Cooperation,233,3.161,6.614
PS,2006,Conflict/Migration,8,-9.375,3.621
PS,2006,Disapproval/Sanction,39,-2.641,6.51
PS,2006,Other,130,2.307,5.658
PS,2006,Protest,2,-5.7,6.33
PS,2007,Aid/Cooperation,308,3.156,6.014
PS,2007,Conflict/Migration,15,-9.8,3.947
PS,2007,Disapproval/Sanction,48,-3.083,6.157
PS,2007,Other,259,1.502,5.843
PS,2007,Protest,8,-5.05,5.614
PS,2008,Aid/Cooperation,254,3.039,5.448
PS,2008,Conflict/Migration,28,-9.857,5.53
PS,2008,Disapproval/Sanction,59,-3.034,5.491
PS,2008,Other,301,1.167,5.331
PS,2008,Protest,2,-4.4,5.695
PS,2009,Aid/Cooperation,1936,2.986,5.495
PS,2009,Conflict/Migration,105,-9.738,4.604
PS,2009,Disapproval/Sanction,471,-3.333,5.139
PS,2009,Other,2666,1.945,5.309
PS,2009,Protest,35,-5.189,6.218
PS,2010,Aid/Cooperation,933,3.329,6.416
PS,2010,Conflict/Migration,90,-9.756,5.913
PS,2010,Disapproval/Sanction,218,-2.991,5.921
PS,2010,Other,1122,1.742,6.325
PS,2010,Protest,39,-4.867,6.554
PS,2011,Aid/Cooperation,583,3.993,7.037
PS,2011,Conflict/Migration,100,-9.88,4.385
PS,2011,Disapproval/Sanction,168,-3.036,5.602
PS,2011,Other,907,1.768,5.777
PS,2011,Protest,25,-4.768,5.23
PS,2012,Aid/Cooperation,903,3.2,6.268
PS,2012,Conflict/Migration,101,-9.812,4.15
PS,2012,Disapproval/Sanction,219,-3.05,4.361
PS,2012,Other,1081,1.341,5.285
PS,2012,Protest,19,-4.674,6.043
PS,2013,Aid/Cooperation,735,3.35,2.886
PS,2013,Conflict/Migration,77,-9.773,2.128
PS,2013,Disapproval/Sanction,179,-2.793,2.167
PS,2013,Other,1054,2.102,2.759
PS,2013,Protest,15,-4.573,2.389
PS,2014,Aid/Cooperation,1186,2.986,2.811
PS,2014,Conflict/Migration,149,-9.644,1.932
PS,2014,Disapproval/Sanction,317,-2.909,2.138
PS,2014,Other,1407,1.393,2.46
PS,2014,Protest,20,-4.53,2.196
PS,2015,Aid/Cooperation,1809,2.881,0.046
PS,2015,Conflict/Migration,384,-9.799,-4.156
PS,2015,Disapproval/Sanction,194,-2.856,-2.69
PS,2015,Other,1551,2.164,-1.011
PS,2015,Protest,38,-4.847,-1.497
PS,2016,Aid/Cooperation,1605,2.988,0.691
PS,2016,Conflict/Migration,132,-9.864,-2.331
PS,2016,Disapproval/Sanction,183,-2.995,-2.433
PS,2016,Other,1434,2.049,-0.296
PS,2016,Protest,37,-4.681,-2.823
PS,2017,Aid/Cooperation,1248,3.32,1.375
PS,2017,Conflict/Migration,61,-9.893,-3.072
PS,2017,Disapproval/Sanction,137,-3.08,-1.29
PS,2017,Other,1039,1.968,-0.139
PS,2017,Protest,15,-4.747,-1.053
PS,2018,Aid/Cooperation,1501,3.159,0.596
PS,2018,Conflict/Migration,94,-9.904,-0.761
PS,2018,Disapproval/Sanction,240,-3.15,-2.171
PS,2018,Other,1723,2.146,-0.75
PS,2018,Protest,36,-5.061,-2.281
PS,2019,Aid/Cooperation,1909,2.812,1.152
PS,2019,Conflict/Migration,84,-9.869,-1.818
PS,2019,Disapproval/Sanction,154,-3.13,-0.849
PS,2019,Other,1454,2.665,0.398
PS,2019,Protest,52,-4.831,-1.569
PS,2020,Aid/Cooperation,1492,3,-0.611
PS,2020,Conflict/Migration,92,-9.94,-2.428
PS,2020,Disapproval/Sanction,139,-3.482,-1.389
PS,2020,Other,1366,1.773,-0.976
PS,2020,Protest,18,-4.833,-1.651
PS,2021,Aid/Cooperation,1658,3.373,0.365
PS,2021,Conflict/Migration,65,-9.908,-1.429
PS,2021,Disapproval/Sanction,196,-3.25,-1.966
PS,2021,Other,1547,2.232,-0.349
PS,2021,Protest,16,-4.725,-1.631
PS,2022,Aid/Cooperation,1097,3.056,0.951
PS,2022,Conflict/Migration,38,-9.908,-0.992
PS,2022,Disapproval/Sanction,91,-3.286,-0.966
PS,2022,Other,856,2.385,0.183
PS,2022,Protest,18,-4.544,-1.665
PS,2023,Aid/Cooperation,1766,3.812,0.875
PS,2023,Conflict/Migration,95,-9.911,-2.513
PS,2023,Disapproval/Sanction,132,-3.144,-1.18
PS,2023,Other,1396,2.201,-0.208
PS,2023,Protest,24,-4.792,-1.026
PS,2024,Aid/Cooperation,2017,3.24,1.369
PS,2024,Conflict/Migration,119,-9.924,-1.226
PS,2024,Disapproval/Sanction,270,-2.959,-1.425
PS,2024,Other,1652,2.321,0.358
PS,2024,Protest,53,-5.14,-1.568
RO,1996,Aid/Cooperation,5896,3.749,6.23
RO,1996,Conflict/Migration,309,-9.879,4.517
RO,1996,Disapproval/Sanction,939,-3.066,5.826
RO,1996,Other,4848,1.761,5.906
RO,1996,Protest,85,-5.052,5.848
RO,1997,Aid/Cooperation,11356,3.449,6.254
RO,1997,Conflict/Migration,288,-9.797,4.934
RO,1997,Disapproval/Sanction,1744,-3.147,5.881
RO,1997,Other,9010,1.917,6.043
RO,1997,Protest,162,-4.925,6.037
RO,1998,Aid/Cooperation,11771,3.286,5.868
RO,1998,Conflict/Migration,369,-9.846,4.581
RO,1998,Disapproval/Sanction,1943,-3.176,5.691
RO,1998,Other,10138,1.985,5.667
RO,1998,Protest,169,-5.254,5.697
RO,1999,Aid/Cooperation,13275,3.165,5.707
RO,1999,Conflict/Migration,875,-9.849,4.171
RO,1999,Disapproval/Sanction,2313,-3.142,5.431
RO,1999,Other,11939,1.608,5.399
RO,1999,Protest,244,-5.384,5.224
RO,2000,Aid/Cooperation,8759,3.665,6.123
RO,2000,Conflict/Migration,506,-9.87,4.09
RO,2000,Disapproval/Sanction,1654,-3.054,5.774
RO,2000,Other,7931,1.662,5.658
RO,2000,Protest,205,-5.204,5.697
RO,2001,Aid/Cooperation,8170,3.128,5.903
RO,2001,Conflict/Migration,417,-9.838,3.918
RO,2001,Disapproval/Sanction,1462,-3.174,5.516
RO,2001,Other,7698,1.806,5.592
RO,2001,Protest,165,-5.067,5.571
RO,2002,Aid/Cooperation,7054,3.508,6.257
RO,2002,Conflict/Migration,298,-9.869,4.276
RO,2002,Disapproval/Sanction,1206,-3.034,5.536
RO,2002,Other,5812,1.774,5.612
RO,2002,Protest,127,-5.123,6.169
RO,2003,Aid/Cooperation,8910,3.478,6.083
RO,2003,Conflict/Migration,397,-9.831,4.467
RO,2003,Disapproval/Sanction,1400,-3.105,5.59
RO,2003,Other,7687,1.883,5.625
RO,2003,Protest,148,-5.049,5.389
RO,2004,Aid/Cooperation,7653,3.371,6.272
RO,2004,Conflict/Migration,438,-9.863,4.11
RO,2004,Disapproval/Sanction,1360,-3.029,5.581
RO,2004,Other,6937,1.971,5.875
RO,2004,Protest,163,-4.784,5.835
RO,2005,Aid/Cooperation,6551,3.34,5.688
RO,2005,Conflict/Migration,594,-9.581,4.133
RO,2005,Disapproval/Sanction,1220,-3.207,5.215
RO,2005,Other,6846,1.99,5.181
RO,2005,Protest,189,-5.433,4.668
RO,2006,Aid/Cooperation,6910,3.306,5.799
RO,2006,Conflict/Migration,526,-9.811,4.198
RO,2006,Disapproval/Sanction,1549,-3.028,5.182
RO,2006,Other,7580,1.802,5.323
RO,2006,Protest,140,-4.889,5.1
RO,2007,Aid/Cooperation,8405,3.554,5.691
RO,2007,Conflict/Migration,804,-9.854,4.391
RO,2007,Disapproval/Sanction,2386,-2.997,5.133
RO,2007,Other,8664,1.555,5.32
RO,2007,Protest,230,-4.947,4.975
RO,2008,Aid/Cooperation,9887,2.946,5.683
RO,2008,Conflict/Migration,758,-9.804,4.624
RO,2008,Disapproval/Sanction,1856,-3.134,5.409
RO,2008,Other,8510,1.647,5.397
RO,2008,Protest,417,-5.214,4.927
RO,2009,Aid/Cooperation,17415,3.413,5.914
RO,2009,Conflict/Migration,1445,-9.794,4.862
RO,2009,Disapproval/Sanction,4512,-2.898,5.164
RO,2009,Other,21160,1.902,5.327
RO,2009,Protest,340,-5.15,5.141
RO,2010,Aid/Cooperation,15458,3.324,5.484
RO,2010,Conflict/Migration,1148,-9.875,4.171
RO,2010,Disapproval/Sanction,3248,-2.912,4.688
RO,2010,Other,17531,1.919,5.039
RO,2010,Protest,430,-5.042,4.548
RO,2011,Aid/Cooperation,15185,3.251,6.219
RO,2011,Conflict/Migration,1035,-9.8,4.288
RO,2011,Disapproval/Sanction,3350,-2.934,5.309
RO,2011,Other,17442,2.019,5.411
RO,2011,Protest,478,-5.005,5.185
RO,2012,Aid/Cooperation,15245,3.305,5.603
RO,2012,Conflict/Migration,1486,-9.851,4.178
RO,2012,Disapproval/Sanction,4527,-2.871,4.963
RO,2012,Other,20616,1.655,5.033
RO,2012,Protest,413,-4.961,4.859
RO,2013,Aid/Cooperation,16851,3.173,2.892
RO,2013,Conflict/Migration,1498,-9.765,2.027
RO,2013,Disapproval/Sanction,4432,-2.896,2.405
RO,2013,Other,22184,1.363,2.508
RO,2013,Protest,524,-4.904,2.302
RO,2014,Aid/Cooperation,24003,3.21,2.965
RO,2014,Conflict/Migration,2222,-9.805,2.179
RO,2014,Disapproval/Sanction,5504,-2.925,2.534
RO,2014,Other,30299,1.797,2.441
RO,2014,Protest,647,-4.859,2.308
RO,2015,Aid/Cooperation,35897,3.158,0.089
RO,2015,Conflict/Migration,3122,-9.741,-3.337
RO,2015,Disapproval/Sanction,9127,-2.98,-2.802
RO,2015,Other,45315,1.719,-1.47
RO,2015,Protest,804,-4.938,-2.233
RO,2016,Aid/Cooperation,41409,3.114,0.124
RO,2016,Conflict/Migration,4033,-9.763,-3.341
RO,2016,Disapproval/Sanction,9189,-3.06,-2.351
RO,2016,Other,48227,1.781,-1.352
RO,2016,Protest,1051,-4.964,-2.316
RO,2017,Aid/Cooperation,42352,2.969,0.282
RO,2017,Conflict/Migration,3383,-9.774,-3.739
RO,2017,Disapproval/Sanction,9413,-3.092,-2.94
RO,2017,Other,47767,1.653,-1.521
RO,2017,Protest,1175,-5.079,-3.728
RO,2018,Aid/Cooperation,38442,2.974,0.081
RO,2018,Conflict/Migration,3538,-9.784,-4.183
RO,2018,Disapproval/Sanction,9303,-3.006,-3.019
RO,2018,Other,42164,1.64,-1.596
RO,2018,Protest,1006,-4.994,-3.567
RO,2019,Aid/Cooperation,29189,3.032,0.111
RO,2019,Conflict/Migration,3068,-9.813,-4.236
RO,2019,Disapproval/Sanction,6496,-3.072,-2.522
RO,2019,Other,31013,1.8,-1.342
RO,2019,Protest,659,-4.817,-2.918
RO,2020,Aid/Cooperation,16455,3.241,-0.193
RO,2020,Conflict/Migration,1459,-9.798,-3.994
RO,2020,Disapproval/Sanction,3548,-3.059,-2.425
RO,2020,Other,19782,1.871,-1.44
RO,2020,Protest,409,-4.823,-2.884
RO,2021,Aid/Cooperation,17439,3.062,0.378
RO,2021,Conflict/Migration,2234,-9.853,-3.592
RO,2021,Disapproval/Sanction,3854,-2.995,-1.995
RO,2021,Other,21446,2.056,-0.995
RO,2021,Protest,372,-4.822,-3.013
RO,2022,Aid/Cooperation,34033,2.946,-0.145
RO,2022,Conflict/Migration,3229,-9.758,-3.318
RO,2022,Disapproval/Sanction,3908,-3.071,-2.153
RO,2022,Other,31976,2.435,-1.212
RO,2022,Protest,622,-5.248,-3.258
RO,2023,Aid/Cooperation,36303,3.214,0.376
RO,2023,Conflict/Migration,4070,-9.696,-4.264
RO,2023,Disapproval/Sanction,6338,-2.972,-3.054
RO,2023,Other,39311,1.876,-1.277
RO,2023,Protest,588,-5.284,-2.59
RO,2024,Aid/Cooperation,28620,3.294,0.795
RO,2024,Conflict/Migration,2841,-9.749,-4.127
